timestamp,reward
10000,-21.208695652173912
20000,-12.907894736842104
30000,-7.974683544303797
40000,-3.0601503759398496
50000,0.6496815286624203
60000,2.9945155393053016
70000,4.5285714285714285
80000,6.378681626928471
90000,7.537878787878788
100000,8.598163030998851
110000,9.429025423728813
120000,9.894324853228962
130000,10.866909753874202
140000,11.387945670628183
150000,12.179282868525897
160000,12.74812030075188
170000,13.277065527065528
180000,13.796610169491526
190000,14.0
200000,14.043585021485574
210000,14.041520467836257
220000,14.450112107623319
230000,14.720667384284177
240000,15.047594412829799
250000,15.538691962056914
260000,15.867405978784957
270000,16.2153488372093
280000,16.44214317874831
290000,16.696280087527352
300000,17.019083969465647
310000,16.77317473338802
320000,16.77468152866242
330000,16.97561919504644
340000,17.31162965750847
350000,17.43788933675339
360000,17.447527570259695
370000,17.591730368311328
380000,17.736717428087985
390000,17.83922086497194
400000,17.99452143087335
410000,18.17875157629256
420000,18.307241910631742
430000,18.57237836204291
440000,18.693309650680877
450000,18.860249347636998
460000,18.9681637293917
470000,18.963353692393113
480000,19.040632669757294
490000,18.971413304835693
500000,18.963331587218438
510000,19.252126836813613
520000,19.398328690807798
530000,19.51816824290692
540000,19.532372343024676
550000,19.572596153846153
560000,19.61111111111111
570000,19.692986530422665
580000,19.85276634659351
590000,19.89800044933723
600000,19.96286472148541
610000,20.14002181025082
620000,20.229001074113857
630000,20.434662706830718
640000,20.525622254758417
650000,20.722245150639704
660000,20.768183665176757
670000,20.74169667867147
680000,20.828498125123346
690000,20.969036027263876
700000,21.074380165289256
710000,21.230258162490507
720000,21.25088868101029
730000,21.380565305745428
740000,21.444180955855526
750000,21.706933911159265
760000,21.818896231469907
770000,21.955179107111345
780000,22.046564352982212
790000,22.103911769774253
800000,22.165474974463738
810000,22.303637588413608
820000,22.341264559068218
830000,22.397201646090537
840000,22.506512536633018
850000,22.570899129874316
860000,22.63640707118968
870000,22.625531245081064
880000,22.656332762112477
890000,22.71856195031631
900000,22.847094801223243
910000,22.977575757575757
920000,23.064666166541635
930000,23.16971318175063
940000,23.29552150854449
950000,23.40820198482195
960000,23.52112879884226
970000,23.52099154606677
980000,23.531809145129223
990000,23.59848058525605
1000000,23.669499790999026
1010000,23.758320673940062
1020000,23.884794520547945
1030000,24.01834987087128
1040000,24.20801295022258
1050000,24.34475374732334
1060000,24.469463621879978
1070000,24.638782769068634
1080000,24.79526735520983
1090000,24.93684347036701
1100000,25.047723179830204
1110000,25.125143513203216
1120000,25.172291745670584
1130000,25.219771958401203
1140000,25.269374068554395
1150000,25.36632565019105
1160000,25.502814488497307
1170000,25.58596406022341
1180000,25.72868684432654
1190000,25.788259206121474
1200000,25.8502965599051
1210000,25.91992463495054
1220000,26.02958026423477
1230000,26.14720222892965
1240000,26.233829124870287
1250000,26.2860249513563
1260000,26.404523755398955
1270000,26.50175002822626
1280000,26.61856710393542
1290000,26.675570395102948
1300000,26.73207380399956
1310000,26.83146807109941
1320000,26.949095269239155
1330000,27.067381648792114
1340000,27.196643717728055
1350000,27.33212185996793
1360000,27.421063807198216
1370000,27.572877059569073
1380000,27.672790258240603
1390000,27.75977478886456
1400000,27.89431147031396
1410000,28.015655577299412
1420000,28.14181855416752
1430000,28.259594828463808
1440000,28.366322606759766
1450000,28.483656844010863
1460000,28.6009
1470000,29.0247
1480000,29.3914
1490000,29.7175
1500000,30.0198
1510000,30.2217
1520000,30.4107
1530000,30.5732
1540000,30.7018
1550000,30.8523
1560000,31.0205
1570000,31.2482
1580000,31.4293
1590000,31.6112
1600000,31.7392
1610000,31.8688
1620000,31.9687
1630000,32.1671
1640000,32.2857
1650000,32.4315
1660000,32.5608
1670000,32.5874
1680000,32.6999
1690000,32.8069
1700000,32.9017
1710000,33.0074
1720000,33.1452
1730000,33.3043
1740000,33.4611
1750000,33.538
1760000,33.6236
1770000,33.7498
1780000,33.7958
1790000,33.8491
1800000,33.9441
1810000,33.9914
1820000,34.0135
1830000,34.1415
1840000,34.2455
1850000,34.4459
1860000,34.5875
1870000,34.7129
1880000,34.787
1890000,34.8055
1900000,34.9259
1910000,35.0614
1920000,35.1647
1930000,35.2963
1940000,35.381
1950000,35.475
1960000,35.5857
1970000,35.6529
1980000,35.7493
1990000,35.7924
2000000,35.8915
2010000,36.0051
2020000,36.1531
2030000,36.2667
2040000,36.4007
2050000,36.4812
2060000,36.6411
2070000,36.8026
2080000,36.8749
2090000,36.8679
2100000,36.9214
2110000,37.0
2120000,37.1454
2130000,37.2071
2140000,37.3497
2150000,37.4282
2160000,37.496
2170000,37.6113
2180000,37.7577
2190000,37.9169
2200000,38.0753
2210000,38.1652
2220000,38.2813
2230000,38.3901
2240000,38.4702
2250000,38.4806
2260000,38.6059
2270000,38.7519
2280000,38.9502
2290000,39.1051
2300000,39.2413
2310000,39.4191
2320000,39.5682
2330000,39.7133
2340000,39.8358
2350000,40.0967
2360000,40.2171
2370000,40.3398
2380000,40.4012
2390000,40.4608
2400000,40.5195
2410000,40.5099
2420000,40.6905
2430000,40.8059
2440000,40.8571
2450000,40.9043
2460000,41.0495
2470000,41.1486
2480000,41.2237
2490000,41.4362
2500000,41.5845
2510000,41.7709
2520000,41.937
2530000,42.0817
2540000,42.2413
2550000,42.4248
2560000,42.5983
2570000,42.673
2580000,42.751
2590000,42.8799
2600000,43.0474
2610000,43.112
2620000,43.1754
2630000,43.3162
2640000,43.3943
2650000,43.5782
2660000,43.7282
2670000,43.925
2680000,44.0529
2690000,44.1755
2700000,44.2381
2710000,44.3634
2720000,44.445
2730000,44.5206
2740000,44.5341
2750000,44.6317
2760000,44.7541
2770000,44.8854
2780000,44.9892
2790000,45.0481
2800000,45.0569
2810000,45.1744
2820000,45.2432
2830000,45.3782
2840000,45.4934
2850000,45.6529
