#{"t_start": 1655027203.6416228, "env_id": "gym_spaceship/Spaceship-v0"}
r,l,t
38,216,1336.812998
18,108,1336.8625
0,110,1336.909999
18,108,1338.549998
57,147,1338.61
-7,71,1338.637999
82,288,1338.759189
40,108,1338.807
34,108,1338.849003
-8,74,1338.880003
9,71,1338.909
50,184,1338.988498
85,219,1339.079999
60,180,1339.158499
29,145,1339.215002
94,252,1339.318499
33,111,1339.361998
5,71,1340.920001
-29,71,1340.948499
33,145,1341.0085
88,216,1341.0975
5,73,1341.131498
14,74,1341.164999
18,108,1341.213
-25,71,1341.245184
36,110,1341.295499
13,75,1341.3305
7,71,1341.3635
13,147,1341.430498
26,108,1341.477002
18,112,1341.530502
32,110,1341.578999
16,108,1341.626999
24,180,1341.707499
72,180,1341.788499
-19,71,1343.348001
34,108,1343.395499
44,144,1343.457998
56,146,1343.526
28,146,1343.590499
-4,110,1343.6335
54,292,1343.773001
-5,71,1343.802502
-5,71,1343.8355
56,144,1343.894999
-11,71,1343.926999
25,111,1343.977998
24,108,1344.0265
14,72,1344.058999
20,144,1344.118
65,183,1344.221999
12,144,1345.864001
46,144,1345.922499
-19,71,1345.9505
38,108,1345.994
22,108,1346.038
-14,72,1346.065499
46,108,1346.109498
34,180,1346.188999
50,216,1346.276536
60,180,1346.348252
58,144,1346.410999
-3,71,1346.440499
35,111,1346.488503
-4,108,1346.532002
31,145,1346.592999
26,144,1346.652001
44,144,1348.312
78,216,1348.402
-14,108,1348.451
-5,71,1348.4835
44,108,1348.5305
42,108,1348.579
-13,71,1348.611501
27,253,1348.7205
28,216,1348.815499
26,144,1348.879999
18,108,1348.924
40,144,1348.984499
-4,108,1349.029498
38,108,1349.0715
9,71,1349.100999
16,144,1349.160501
2,180,1350.807498
66,216,1350.898999
3,109,1350.946579
56,180,1351.024999
94,328,1351.166999
44,144,1351.2255
11,71,1351.254999
-5,71,1351.283999
22,112,1351.3355
66,180,1351.405204
-19,71,1351.432999
46,146,1351.497001
150,504,1353.259999
46,148,1353.324999
30,180,1353.418499
14,108,1353.4635
100,288,1353.584
-2,108,1353.625499
30,108,1353.670499
5,75,1353.699998
56,144,1353.7605
54,144,1353.821998
46,184,1353.903
46,180,1353.978001
-9,71,1354.009499
26,108,1355.606
-13,75,1355.637001
48,108,1355.678998
50,180,1355.748499
25,145,1355.811999
7,109,1355.858001
66,180,1355.937499
2,108,1355.981498
34,144,1356.042498
40,144,1356.100999
-3,111,1356.151499
50,180,1356.232502
-5,71,1356.276999
82,288,1356.405998
20,216,1358.111498
-7,71,1358.144183
16,108,1358.191499
46,216,1358.282498
78,220,1358.374681
-7,71,1358.403001
-2,108,1358.452499
-1,71,1358.479999
4,74,1358.508499
56,184,1358.584999
19,109,1358.6305
16,144,1358.692498
66,180,1358.7675
34,108,1358.810003
-9,71,1358.837504
74,216,1358.921501
60,144,1360.536999
-15,71,1360.569512
36,184,1360.644502
-23,73,1360.6775
-19,71,1360.708234
90,288,1360.8255
82,288,1360.950999
78,252,1361.051499
46,108,1361.094999
-7,71,1361.126499
28,108,1361.168499
46,108,1361.213003
40,108,1361.259001
8,72,1361.293998
9,75,1361.329499
50,144,1362.974502
5,71,1363.002498
136,360,1363.163499
16,144,1363.227501
78,180,1363.306998
0,108,1363.353501
117,327,1363.499499
96,290,1363.628499
46,108,1363.675998
-39,71,1363.706001
0,72,1363.734
68,144,1363.792998
37,109,1365.469
5,71,1365.501
34,108,1365.549999
-9,71,1365.582499
56,148,1365.6425
132,468,1365.826998
3,75,1365.858498
36,108,1365.903501
34,216,1365.998499
-4,72,1366.029503
-17,71,1366.057498
64,216,1366.149501
-17,71,1366.184498
7,71,1366.212499
-13,73,1366.2415
54,144,1366.307501
-16,144,1367.985498
-15,71,1368.017499
66,180,1368.090998
14,108,1368.136499
48,144,1368.197499
38,108,1368.244499
80,216,1368.333499
40,108,1368.381499
-11,71,1368.411998
32,146,1368.470999
64,148,1368.539499
60,288,1368.682499
-9,71,1368.715499
22,144,1368.7765
-1,147,1368.834998
138,432,1370.544
30,112,1370.590499
106,364,1370.752501
108,254,1370.868199
-11,71,1370.900499
38,108,1370.946502
63,181,1371.026999
-35,71,1371.056998
-14,108,1371.103623
10,72,1371.137002
-19,71,1371.166999
38,216,1372.833501
-19,71,1372.868533
40,108,1372.9135
7,75,1372.948
11,73,1372.977499
46,216,1373.0685
110,288,1373.189998
80,180,1373.266037
36,144,1373.326032
-4,108,1373.375499
36,144,1373.440502
140,396,1373.614002
-31,71,1373.642498
56,288,1375.36
40,110,1375.403
22,108,1375.4485
-7,73,1375.480998
60,144,1375.542002
50,216,1375.627999
1,73,1375.660001
37,111,1375.712498
12,180,1375.793499
32,108,1375.840999
51,147,1375.908499
106,540,1376.1395
82,216,1377.790499
3,71,1377.8235
5,71,1377.856999
90,216,1377.957
180,468,1378.168
-1,71,1378.202
120,324,1378.350002
18,108,1378.395998
36,110,1378.444
-19,71,1378.472999
102,216,1378.569499
64,254,1380.267
-8,144,1380.3315
54,144,1380.3955
0,108,1380.442998
42,108,1380.484999
-2,74,1380.515999
-15,71,1380.548498
-3,75,1380.582499
80,180,1380.6535
78,288,1380.788499
92,252,1380.889999
28,108,1380.934999
70,216,1381.031498
-17,71,1381.062
-26,72,1381.092501
28,108,1381.136999
7,73,1382.763
32,108,1382.808501
-33,73,1382.837
28,144,1382.895499
44,252,1383.001499
62,144,1383.058999
73,217,1383.152502
20,108,1383.200501
38,144,1383.264001
80,216,1383.360499
40,360,1383.517499
24,216,1385.203001
11,75,1385.234195
76,216,1385.3315
9,71,1385.363498
-3,71,1385.395999
64,184,1385.472002
-22,110,1385.522498
5,71,1385.556
82,180,1385.636001
78,324,1385.781501
134,324,1385.923001
70,216,1386.010999
-4,74,1386.043999
46,292,1387.706499
70,180,1387.784
18,180,1387.859499
120,216,1387.953501
-15,71,1387.98359
34,108,1388.027002
72,180,1388.098
69,219,1388.191999
64,180,1388.273498
54,144,1388.332002
108,362,1388.474499
34,112,1390.084499
36,108,1390.135161
30,180,1390.2145
140,470,1390.401
32,144,1390.466999
4,108,1390.509001
46,144,1390.572998
34,108,1390.620232
78,252,1390.730498
64,180,1390.808
88,252,1390.913999
34,144,1392.570502
88,252,1392.684499
-6,74,1392.738
20,110,1392.7895
54,144,1392.8505
28,108,1392.894998
-9,71,1392.939501
-8,108,1393.003999
44,108,1393.048999
44,108,1393.095001
14,74,1393.123998
26,108,1393.173998
64,328,1393.310002
78,324,1393.4515
-17,73,1395.034501
66,288,1395.164321
-16,108,1395.213499
30,108,1395.260002
32,108,1395.3085
66,144,1395.376134
72,216,1395.475002
16,108,1395.520502
56,326,1395.6775
9,145,1395.7405
126,324,1395.875001
34,252,1397.530503
4,108,1397.574
-9,71,1397.604426
84,360,1397.755503
70,218,1397.843
4,108,1397.884501
1,71,1397.9115
100,324,1398.052003
60,252,1398.1595
11,71,1398.191498
36,108,1398.239499
62,144,1398.2985
9,145,1399.947499
44,144,1400.012999
8,74,1400.046501
38,110,1400.095998
38,108,1400.143502
-20,74,1400.173002
-3,109,1400.215999
16,112,1400.263498
50,218,1400.355498
94,288,1400.482499
46,144,1400.540295
7,71,1400.567998
44,144,1400.626995
50,252,1400.727499
-20,108,1400.772998
70,180,1402.3895
50,180,1402.473498
65,183,1402.5475
56,146,1402.611501
82,252,1402.723999
40,144,1402.785071
-15,71,1402.819499
10,72,1402.852001
45,145,1402.91003
36,144,1402.964001
10,108,1403.004503
68,216,1403.103499
70,182,1403.187498
-5,71,1404.799999
54,144,1404.866499
40,108,1404.916184
46,108,1404.962036
44,108,1405.004998
158,432,1405.201638
70,288,1405.3235
48,216,1405.411
-6,108,1405.456998
160,468,1405.647501
40,144,1407.240999
36,144,1407.305499
90,468,1407.495502
58,182,1407.5655
74,288,1407.684503
52,144,1407.7405
52,108,1407.785499
124,360,1407.931576
35,109,1407.977655
-11,73,1408.009499
48,144,1409.652
48,108,1409.698
25,145,1409.762499
72,324,1409.907501
-7,71,1409.937998
32,144,1409.996501
-11,71,1410.027076
32,108,1410.0715
44,144,1410.131003
36,108,1410.177001
60,216,1410.265498
38,144,1410.329998
74,288,1410.453566
-2,216,1412.105104
-6,108,1412.149998
100,216,1412.244502
38,144,1412.307003
84,216,1412.393998
60,144,1412.454499
-5,71,1412.485001
30,144,1412.541503
70,184,1412.614501
26,108,1412.655498
42,144,1412.717
102,290,1412.835999
44,108,1412.881555
4,74,1414.503501
-13,73,1414.5395
5,71,1414.569001
72,180,1414.647999
40,144,1414.709499
20,144,1414.767999
18,144,1414.831001
55,181,1414.911503
52,180,1414.993499
84,288,1415.121998
-12,108,1415.168999
8,108,1415.215
110,324,1415.347
60,180,1416.986502
9,71,1417.013502
76,180,1417.093
9,73,1417.135003
54,144,1417.214001
24,108,1417.2605
-14,72,1417.290999
-6,74,1417.3255
-33,71,1417.357998
36,108,1417.403499
13,73,1417.434999
43,111,1417.482
-7,71,1417.517578
92,216,1417.609499
28,108,1417.653501
30,182,1417.728499
14,108,1417.776999
94,288,1419.507499
42,110,1419.551
70,180,1419.624999
32,108,1419.672501
68,180,1419.748001
68,216,1419.832003
-2,144,1419.892998
24,108,1419.939498
8,108,1419.984365
102,326,1420.120178
4,108,1420.167499
16,180,1420.245999
40,108,1420.2935
5,71,1420.322999
36,108,1421.916998
46,146,1421.993591
34,110,1422.041999
38,108,1422.091498
20,146,1422.156498
50,144,1422.220973
30,108,1422.271
6,74,1422.302963
7,71,1422.336
38,144,1422.396498
-17,75,1422.426999
89,325,1422.564999
20,144,1422.623
41,109,1422.6675
72,182,1422.749998
58,180,1424.399002
30,108,1424.447
114,432,1424.629999
50,144,1424.692499
40,216,1424.783603
6,108,1424.828999
44,180,1424.908999
32,108,1424.954
5,71,1424.987999
24,108,1425.035786
38,180,1425.114001
-9,71,1425.144501
-25,71,1425.175498
26,144,1426.824
34,180,1426.895498
57,183,1426.976999
50,144,1427.0405
60,180,1427.119622
62,180,1427.196499
54,180,1427.266001
36,108,1427.315
6,184,1427.393
-12,72,1427.421499
48,144,1427.482
48,180,1427.557
1,109,1427.601999
22,108,1427.647499
62,180,1429.264
36,108,1429.324501
68,180,1429.399502
68,144,1429.456001
-14,72,1429.484501
66,218,1429.5725
-48,144,1429.631499
26,108,1429.681501
34,108,1429.728499
56,180,1429.803
42,144,1429.8665
50,144,1429.929499
-15,71,1429.962499
42,108,1430.010998
1,71,1430.044
76,252,1431.778085
164,396,1431.955498
94,288,1432.079999
-5,109,1432.124001
18,144,1432.188498
-41,71,1432.218499
3,145,1432.277998
-4,108,1432.326498
52,144,1432.38817
56,144,1432.451653
114,396,1432.611503
62,252,1434.269001
48,146,1434.331999
-23,71,1434.3625
-45,71,1434.395
34,144,1434.4555
68,256,1434.5615
40,108,1434.607998
35,109,1434.650002
26,216,1434.735999
4,144,1434.798
34,148,1434.863049
0,180,1434.933498
4,108,1434.975038
34,108,1436.632501
60,252,1436.731999
34,112,1436.782999
6,72,1436.814999
9,111,1436.860498
13,73,1436.889499
20,144,1436.947501
41,145,1437.008998
30,108,1437.054501
-25,71,1437.084498
8,144,1437.143999
-1,73,1437.173501
62,218,1437.270499
70,218,1437.371
34,144,1437.431999
28,112,1437.475999
72,144,1439.090498
112,290,1439.2215
19,111,1439.270998
24,108,1439.316503
88,216,1439.4145
60,288,1439.534499
38,108,1439.582499
52,180,1439.664498
52,180,1439.736001
-17,73,1439.765999
66,180,1439.8405
10,74,1439.8685
30,144,1441.528499
-1,75,1441.558
11,71,1441.589501
114,432,1441.773999
73,219,1441.862499
36,252,1441.9655
24,144,1442.028999
11,73,1442.063
24,108,1442.107
28,110,1442.150999
-25,71,1442.1815
-15,71,1442.211498
52,144,1442.275999
144,468,1444.034002
9,147,1444.096999
30,108,1444.142501
84,252,1444.250499
44,144,1444.31166
46,108,1444.357999
9,109,1444.405998
18,144,1444.466
-11,71,1444.4935
10,74,1444.524001
-7,73,1444.555501
40,252,1444.659498
40,144,1444.724
12,108,1444.771501
58,216,1446.395999
130,434,1446.577502
42,108,1446.625499
-29,71,1446.656062
36,108,1446.700054
39,111,1446.751501
100,252,1446.866
32,180,1446.946999
-9,109,1446.996999
130,288,1447.130499
-7,71,1447.159998
51,147,1447.24
6,108,1448.835503
46,216,1448.923503
44,108,1448.968498
21,147,1449.029503
44,144,1449.088998
3,71,1449.118498
32,144,1449.177998
32,144,1449.235
42,108,1449.280503
58,144,1449.341
4,108,1449.388999
30,108,1449.438499
8,144,1449.499998
40,216,1449.589243
49,111,1449.637
-17,71,1449.664999
98,360,1451.350002
50,180,1451.429642
-9,71,1451.460003
62,180,1451.541999
54,216,1451.638999
49,219,1451.7385
45,147,1451.801999
110,360,1451.973999
48,144,1452.039999
36,108,1452.091499
24,108,1453.689999
238,576,1453.933506
-15,71,1453.961998
-7,71,1453.991999
46,108,1454.040999
82,252,1454.149502
58,180,1454.227002
22,108,1454.271003
102,324,1454.415004
43,181,1454.492
40,108,1454.536
48,180,1456.19
72,252,1456.306
36,146,1456.365503
50,144,1456.4245
8,108,1456.4725
-1,71,1456.503498
38,180,1456.580999
192,504,1456.785003
30,144,1456.860498
96,324,1456.995999
-13,71,1458.585094
-3,109,1458.629498
20,216,1458.714498
30,108,1458.761
36,144,1458.821998
-4,108,1458.870499
34,110,1458.913058
1,111,1458.963499
4,108,1459.011999
9,73,1459.045499
-14,108,1459.096499
-21,71,1459.129499
73,253,1459.2445
82,288,1459.368499
42,108,1459.410999
22,144,1461.0045
6,74,1461.036499
-27,71,1461.065999
38,144,1461.123
-19,71,1461.154998
34,108,1461.2005
30,216,1461.290498
36,108,1461.339545
56,144,1461.397998
70,180,1461.474998
40,144,1461.535
60,180,1461.613958
-8,72,1461.64653
-11,71,1461.679499
70,216,1461.775999
106,324,1463.551502
-4,108,1463.599001
28,108,1463.640503
34,108,1463.685505
104,324,1463.829498
60,288,1463.9595
122,324,1464.102999
39,147,1464.197001
6,108,1464.25
164,396,1464.422999
16,252,1466.091
-5,71,1466.124033
30,108,1466.172
30,252,1466.287971
12,108,1466.336503
-3,71,1466.369499
74,216,1466.467999
4,108,1466.517498
38,108,1466.568322
86,216,1466.659502
30,144,1466.716076
14,108,1466.760498
25,73,1466.790498
5,71,1466.823498
20,180,1468.4545
48,108,1468.4965
20,148,1468.562503
74,144,1468.6265
160,470,1468.837999
42,144,1468.9015
-3,71,1468.933499
104,288,1469.054999
68,324,1469.1865
46,108,1469.233117
82,398,1470.926
24,108,1470.972498
38,108,1471.021499
48,144,1471.081999
88,256,1471.1925
36,144,1471.257498
106,324,1471.403002
30,144,1471.471498
33,145,1471.539189
32,110,1471.590999
14,74,1471.6225
27,111,1471.671499
-24,72,1471.705001
4,144,1473.335999
49,111,1473.384
34,144,1473.445999
-5,71,1473.472999
70,144,1473.534552
-13,71,1473.567484
40,108,1473.611499
144,324,1473.74927
86,254,1473.857499
-19,71,1473.887999
-6,74,1473.921499
8,108,1473.968999
23,109,1474.016499
64,144,1474.083499
60,290,1474.205
38,144,1475.817003
100,288,1475.944003
58,144,1476.007499
84,218,1476.104498
38,108,1476.151
66,180,1476.2325
-6,180,1476.326999
42,108,1476.380999
21,111,1476.430002
16,144,1476.4955
0,72,1476.528499
-39,71,1476.561501
-5,71,1476.592
-1,71,1476.624498
32,144,1476.691999
28,108,1478.264502
-7,71,1478.296999
26,108,1478.347238
28,144,1478.412999
75,253,1478.528
60,144,1478.586501
82,252,1478.687999
19,111,1478.7325
-19,71,1478.762998
7,71,1478.790998
-5,71,1478.823001
38,252,1478.930501
50,144,1478.985502
30,148,1479.050998
1,109,1479.093998
182,468,1480.851498
167,541,1481.085502
-7,71,1481.117999
106,324,1481.268999
56,360,1481.442
58,180,1481.524999
-3,71,1481.554
-11,71,1483.172502
66,180,1483.252002
-5,71,1483.279
48,108,1483.3235
68,218,1483.415004
56,180,1483.488
38,108,1483.533
46,184,1483.609
36,108,1483.654498
60,180,1483.732379
39,183,1483.812
-8,72,1483.842502
80,180,1483.922498
-8,72,1483.952001
74,216,1485.6355
154,396,1485.801998
44,108,1485.850999
12,108,1485.895498
-19,71,1485.923501
46,146,1485.981503
56,364,1486.142
-27,71,1486.174998
52,252,1486.286001
68,144,1486.353999
9,73,1486.384502
220,576,1488.2045
57,145,1488.266502
11,109,1488.307503
238,684,1488.623
42,108,1488.669999
-10,72,1488.698499
50,216,1488.7865
170,508,1490.541
48,108,1490.587222
-10,72,1490.615002
36,144,1490.674001
4,144,1490.7355
46,180,1490.814001
21,145,1490.878002
-23,71,1490.905
114,328,1491.039501
46,180,1491.115269
-11,71,1491.1475
-11,71,1491.181001
-3,71,1491.212499
-18,72,1491.244002
34,326,1492.979498
106,288,1493.091499
-13,73,1493.120499
20,216,1493.2155
30,148,1493.272499
-2,180,1493.349999
44,146,1493.412002
49,147,1493.478999
-19,71,1493.509498
48,144,1493.571998
-17,73,1493.601
28,108,1493.648499
56,144,1493.707999
142,288,1495.449001
64,216,1495.538999
12,144,1495.607498
140,432,1495.787498
3,71,1495.817137
-20,108,1495.861963
56,144,1495.9242
56,182,1496.00898
56,144,1496.070498
36,108,1496.120501
68,216,1496.218501
7,71,1496.250871
25,219,1497.908
6,108,1497.950498
2,74,1497.98186
-25,71,1498.0145
-13,71,1498.046
-8,108,1498.089001
59,219,1498.181
-11,71,1498.210999
-2,108,1498.256999
50,180,1498.331998
-10,74,1498.366
2,108,1498.413499
44,180,1498.488501
33,145,1498.548255
102,288,1498.663
42,108,1498.706503
39,111,1498.7535
54,144,1500.363999
9,75,1500.393999
32,182,1500.472998
-8,108,1500.5175
75,219,1500.615501
206,542,1500.852
26,144,1500.906
-13,71,1500.934502
42,108,1500.98
96,324,1501.120001
12,74,1501.154248
12,144,1502.797498
-23,71,1502.830499
40,220,1502.925498
72,216,1503.035001
38,180,1503.116999
24,288,1503.242499
0,108,1503.291998
74,252,1503.395998
37,111,1503.445
56,144,1503.503998
72,184,1503.585001
16,144,1503.651001
140,324,1505.375007
52,146,1505.438501
78,252,1505.548499
72,180,1505.625998
14,108,1505.673499
29,145,1505.733999
60,252,1505.836003
68,180,1505.908501
34,146,1505.974558
24,108,1506.024886
132,324,1507.751
52,144,1507.811498
66,288,1507.925498
12,112,1507.969999
-15,71,1508.000999
61,183,1508.081001
70,180,1508.179
46,144,1508.242001
104,256,1508.352499
34,144,1508.418998
-41,71,1508.445998
-20,72,1508.4755
40,144,1508.533998
72,292,1510.226499
60,144,1510.290783
58,180,1510.371999
30,108,1510.417002
37,111,1510.46697
-7,71,1510.497002
42,110,1510.545498
40,144,1510.605371
56,144,1510.6665
-8,72,1510.697498
42,110,1510.743999
-3,71,1510.775999
54,216,1510.870999
42,180,1510.944999
20,108,1510.993998
134,360,1512.730568
-25,71,1512.759066
31,109,1512.804502
-3,71,1512.833501
106,288,1512.989999
2,108,1513.035999
72,216,1513.129499
1,71,1513.1615
50,180,1513.235002
64,148,1513.296499
20,110,1513.346499
5,71,1513.378999
94,324,1513.514
32,108,1515.296
22,108,1515.343002
44,108,1515.389499
130,432,1515.590498
-7,71,1515.622998
14,72,1515.654499
92,360,1515.809999
36,216,1515.908999
7,109,1515.959
-6,108,1516.0075
96,400,1516.194833
15,75,1517.912998
70,180,1517.999999
18,144,1518.065002
-21,71,1518.097716
-7,71,1518.128502
10,108,1518.1765
94,252,1518.293
92,252,1518.4055
38,180,1518.486002
430,1116,1520.68022
36,112,1520.731723
34,112,1520.784998
42,108,1520.832499
-2,108,1520.882
-2,108,1520.926001
-15,71,1520.955999
-3,75,1520.988301
82,252,1521.096002
64,144,1521.159001
28,108,1521.206983
13,181,1521.2875
33,111,1521.3395
30,108,1521.383999
114,324,1523.183
138,504,1523.417499
-8,72,1523.450499
26,108,1523.50187
-9,73,1523.539999
-17,71,1523.5735
34,144,1523.642499
30,108,1523.691999
-5,71,1523.721999
10,74,1523.755
34,180,1523.838999
-24,108,1523.883502
60,180,1523.961499
5,71,1523.991999
38,108,1525.654499
40,108,1525.695499
42,216,1525.803999
22,108,1525.848999
54,252,1525.958002
56,146,1526.019001
36,108,1526.065499
94,324,1526.208998
-3,71,1526.240999
22,72,1526.2695
36,110,1526.314004
78,288,1526.428998
-12,72,1526.457535
70,182,1528.126998
46,108,1528.172998
37,111,1528.222499
37,145,1528.284999
42,108,1528.327062
-21,71,1528.3545
58,216,1528.442498
52,144,1528.498501
8,72,1528.527503
82,180,1528.604002
86,182,1528.676502
-12,72,1528.710035
82,324,1528.854534
54,252,1530.571999
-17,71,1530.602499
2,72,1530.633
37,109,1530.677998
-6,74,1530.711998
74,220,1530.798999
74,216,1530.884998
72,216,1530.975002
28,108,1531.020498
7,71,1531.052
34,108,1531.094502
52,180,1531.173
76,288,1531.291998
43,147,1531.353499
40,108,1531.3955
72,252,1533.041498
44,146,1533.102998
51,183,1533.183568
78,216,1533.283
38,108,1533.327999
49,147,1533.390002
76,216,1533.4895
0,112,1533.539999
-13,71,1533.5725
-12,72,1533.6065
28,180,1533.68593
28,108,1533.735
66,182,1533.811328
202,432,1535.572501
-11,71,1535.605159
91,325,1535.737992
57,217,1535.830998
18,108,1535.880501
55,147,1535.945499
72,216,1536.036999
94,324,1536.171499
-2,110,1536.216998
42,184,1536.295499
66,216,1538.023502
40,180,1538.096011
62,216,1538.1845
34,108,1538.2335
-24,110,1538.284331
-33,71,1538.3205
48,288,1538.436998
9,71,1538.468
72,216,1538.558
98,288,1538.6705
34,144,1538.727501
56,180,1540.322533
4,74,1540.353501
-5,73,1540.386503
3,71,1540.415991
74,216,1540.502499
12,108,1540.548999
10,144,1540.612998
-21,71,1540.6445
-9,71,1540.677499
46,108,1540.722999
62,252,1540.829998
32,108,1540.875501
29,181,1540.950499
32,110,1540.992502
14,144,1541.055999
105,289,1541.170498
32,144,1542.866498
14,72,1542.896999
-6,108,1542.944501
64,216,1543.032589
36,110,1543.080498
13,75,1543.112232
33,111,1543.1615
14,108,1543.208499
58,180,1543.277999
37,109,1543.321998
28,216,1543.410499
-26,108,1543.453
46,144,1543.514499
64,256,1543.625998
38,108,1545.236
64,216,1545.320998
92,182,1545.403564
-1,71,1545.4345
-15,71,1545.468
158,542,1545.708002
-11,71,1545.740999
70,180,1545.816499
14,72,1545.848
-9,71,1545.878002
6,72,1545.908498
34,108,1545.95714
86,220,1546.0535
72,216,1547.693502
59,253,1547.792003
66,180,1547.865998
-23,71,1547.895503
44,144,1547.958498
72,216,1548.0465
30,144,1548.102503
38,144,1548.168
20,108,1548.217499
-8,108,1548.265
108,252,1548.373498
8,108,1548.418498
36,108,1548.482
22,144,1548.545
102,290,1550.268502
-4,72,1550.299501
118,396,1550.468999
5,109,1550.510999
30,108,1550.557999
24,108,1550.605999
78,288,1550.724999
38,108,1550.771002
0,180,1550.842
12,108,1550.886
13,71,1550.913651
52,180,1550.992499
23,111,1552.621682
9,71,1552.653003
48,144,1552.7125
21,75,1552.746625
58,288,1552.872003
-19,73,1552.902503
82,252,1553.009
30,144,1553.070501
0,108,1553.1185
20,180,1553.198
29,109,1553.2445
-1,71,1553.2775
3,71,1553.308001
16,144,1553.371001
34,108,1553.417816
124,506,1555.2455
-9,71,1555.277998
92,288,1555.4005
26,108,1555.446
44,108,1555.493999
1,71,1555.523001
74,180,1555.599501
0,108,1555.644999
-25,71,1555.674499
96,396,1555.831999
24,108,1555.874
8,108,1555.921
1,75,1557.543501
96,360,1557.701498
36,108,1557.7555
5,109,1557.8005
82,252,1557.9095
30,108,1557.956498
36,108,1558.001
125,255,1558.109501
12,108,1558.158
90,288,1558.279499
54,144,1558.343501
50,288,1560.030217
52,144,1560.0935
74,144,1560.158
-3,71,1560.1905
-15,71,1560.224499
70,148,1560.293
16,144,1560.3505
70,180,1560.430002
12,74,1560.460998
-7,73,1560.494999
28,108,1560.540999
13,73,1560.5715
20,144,1560.631002
-9,71,1560.657999
52,180,1560.772998
15,73,1560.807
14,74,1560.839499
44,144,1560.900501
50,180,1562.517049
80,220,1562.609001
142,288,1562.739999
54,146,1562.802998
88,216,1562.894003
108,288,1563.026001
-5,71,1563.058999
24,110,1563.1105
-10,72,1563.143502
110,252,1563.257999
20,108,1563.306499
121,363,1565.016999
-7,71,1565.048999
0,112,1565.096498
3,71,1565.124499
62,144,1565.185498
40,180,1565.257498
76,252,1565.370502
-9,71,1565.397502
27,145,1565.458999
14,108,1565.503498
48,252,1565.608
30,110,1565.654
-1,71,1565.682502
-23,71,1565.709999
-5,71,1565.738001
38,180,1567.375002
145,397,1567.541
66,180,1567.614499
-8,72,1567.645
25,109,1567.695001
-5,71,1567.726502
25,109,1567.776
56,144,1567.838
-3,71,1567.870002
-9,71,1567.9
34,110,1567.951129
18,108,1567.996499
52,180,1568.081499
166,468,1569.813999
36,108,1569.864501
54,144,1569.9235
42,108,1569.9715
46,112,1570.020499
70,216,1570.114499
18,108,1570.160999
81,289,1570.2855
16,108,1570.332499
71,181,1570.413998
14,108,1570.461
56,288,1570.588499
32,108,1570.633498
22,144,1572.211998
41,183,1572.288998
-12,72,1572.321499
174,432,1572.5135
-21,71,1572.544999
16,108,1572.587003
72,324,1572.719
116,326,1572.881499
88,180,1572.960501
78,218,1573.057127
78,216,1574.688498
50,144,1574.748999
-12,72,1574.780536
66,326,1574.927499
2,180,1575.002999
-9,71,1575.033998
78,252,1575.139499
50,144,1575.204002
56,180,1575.280002
-7,71,1575.308002
4,108,1575.349999
58,216,1575.446998
66,252,1577.183498
-14,72,1577.214499
42,182,1577.305498
108,288,1577.416002
13,75,1577.446001
80,216,1577.534999
166,432,1577.713501
-13,71,1577.7435
52,184,1577.822
54,144,1577.885499
-13,71,1577.916347
36,110,1577.963499
-8,72,1579.526001
34,108,1579.571998
40,108,1579.615499
48,108,1579.656502
42,144,1579.714503
-15,71,1579.744
76,184,1579.81754
26,108,1579.861999
10,108,1579.906499
62,216,1579.989999
126,360,1580.143503
-5,71,1580.1735
7,147,1580.231503
24,108,1580.273547
46,146,1580.335058
50,180,1582.0025
40,108,1582.044998
126,324,1582.173499
0,144,1582.235498
32,144,1582.298502
7,71,1582.33
14,108,1582.374999
116,216,1582.470998
44,144,1582.5315
74,326,1582.6895
6,108,1582.734
76,182,1582.810001
9,109,1584.447155
86,220,1584.532999
104,360,1584.685
82,180,1584.765
46,110,1584.813684
-9,71,1584.846
66,144,1584.934999
12,108,1584.988499
48,144,1585.051004
52,144,1585.115098
90,216,1585.216998
54,216,1585.313998
30,108,1586.912266
60,180,1586.988501
42,146,1587.046499
36,108,1587.093499
-11,71,1587.123507
134,576,1587.367043
78,216,1587.451998
42,108,1587.498
-12,72,1587.528754
24,144,1587.591498
144,432,1589.3505
18,108,1589.393498
58,182,1589.471999
92,436,1589.663998
4,108,1589.711499
-10,72,1589.741999
47,111,1589.788498
-15,71,1589.819
106,252,1589.927088
104,252,1590.038565
105,255,1590.143002
42,108,1590.1885
70,180,1591.779862
88,216,1591.879499
74,180,1591.965502
-4,108,1592.013
-9,71,1592.044498
52,328,1592.195083
38,144,1592.258999
94,252,1592.369498
102,216,1592.463
103,289,1592.585498
38,144,1594.198452
-15,71,1594.231499
46,144,1594.289499
2,108,1594.337
66,146,1594.397117
127,363,1594.552001
-17,71,1594.580333
26,216,1594.670038
28,144,1594.731999
50,144,1594.792999
58,288,1594.914
-9,71,1594.944002
9,71,1594.972
-17,71,1595.003998
46,144,1596.634498
66,180,1596.7055
30,108,1596.747998
20,112,1596.796499
26,110,1596.840499
172,324,1597.008999
-6,72,1597.041499
72,180,1597.113999
50,144,1597.177499
-7,71,1597.209998
44,112,1597.255999
50,108,1597.301498
4,148,1597.366
178,504,1599.137503
152,468,1599.332999
11,75,1599.364001
142,328,1599.507501
126,326,1599.657999
106,220,1599.754498
46,108,1599.803999
73,217,1599.894999
