#{"t_start": 1655027203.6416228, "env_id": "gym_spaceship/Spaceship-v0"}
r,l,t
-1,71,2096.127499
54,252,2096.230499
-3,71,2096.257999
46,108,2096.302498
33,217,2096.392498
62,144,2096.4495
50,144,2096.513499
36,112,2096.562244
20,144,2096.620821
69,217,2098.341498
-6,180,2098.419498
-13,71,2098.448
105,291,2098.569503
80,216,2098.664498
-5,71,2098.695999
106,252,2098.801498
76,216,2098.893499
40,108,2098.941998
60,144,2099.004501
3,71,2099.037501
38,112,2099.087003
73,255,2099.191499
12,108,2100.809556
28,144,2100.873498
0,108,2100.919999
-14,108,2100.963499
22,108,2101.012999
36,144,2101.074999
24,144,2101.136001
36,112,2101.184498
28,108,2101.2335
-21,71,2101.2645
-10,74,2101.296502
44,180,2101.371568
45,109,2101.4215
52,108,2101.471998
48,144,2101.538
-2,72,2101.570499
-6,108,2101.618498
-27,71,2101.6485
52,252,2103.357998
44,144,2103.419498
5,71,2103.448999
112,180,2103.5225
38,110,2103.568998
62,182,2103.6445
22,144,2103.709998
32,216,2103.8385
92,180,2103.922155
40,108,2103.966002
41,111,2104.0215
50,180,2104.105218
26,108,2104.154499
1,145,2105.838197
60,216,2105.930499
54,180,2106.010999
48,108,2106.058999
26,144,2106.122998
31,111,2106.170499
-14,108,2106.219
66,216,2106.3125
18,180,2106.390499
22,108,2106.439498
12,108,2106.485499
29,109,2106.533499
14,148,2106.598894
20,108,2106.641001
46,144,2106.7065
40,144,2108.307998
0,72,2108.340998
12,148,2108.401998
24,108,2108.447999
36,184,2108.521001
96,252,2108.631999
7,111,2108.681001
-5,71,2108.708999
42,108,2108.753003
24,216,2108.841001
82,180,2108.924
42,108,2108.973498
28,108,2109.020499
62,216,2109.113
5,71,2109.1405
16,108,2110.8126
134,292,2110.947999
51,217,2111.031999
44,180,2111.110002
-5,71,2111.14
-12,72,2111.173226
11,73,2111.206002
26,180,2111.277499
126,360,2111.445499
43,109,2111.491498
-17,71,2111.521499
26,110,2111.570999
11,147,2111.636499
42,108,2113.225007
-19,71,2113.255039
67,181,2113.332001
-8,72,2113.361653
-2,72,2113.3935
-22,108,2113.438498
46,108,2113.483502
114,434,2113.668596
33,147,2113.734999
-17,71,2113.767705
-6,108,2113.815498
53,147,2113.878999
48,108,2113.928499
150,396,2115.690498
37,111,2115.739
-7,71,2115.769999
60,180,2115.851998
154,434,2116.051001
84,216,2116.158
51,111,2116.202503
28,108,2116.246004
46,180,2116.324498
76,216,2116.418998
40,144,2116.482998
17,111,2116.533499
10,112,2116.581499
52,220,2118.248498
46,144,2118.307499
149,397,2118.4835
14,108,2118.532998
37,183,2118.616001
-5,71,2118.645499
-30,72,2118.672999
22,108,2118.718498
-3,73,2118.748999
40,288,2118.873007
88,288,2118.988008
36,108,2119.029003
5,109,2120.652499
45,145,2120.717
25,111,2120.768498
-4,144,2120.833001
74,180,2120.91324
22,144,2120.971998
2,108,2121.016999
-6,108,2121.061998
-1,71,2121.088999
66,180,2121.163998
6,144,2121.2285
102,360,2121.3765
38,180,2121.453001
116,288,2123.165
15,75,2123.197
32,108,2123.239499
-1,71,2123.270998
8,110,2123.315999
38,180,2123.390498
52,180,2123.465999
-3,71,2123.493999
-11,71,2123.523499
144,396,2123.682999
40,108,2123.730499
202,648,2125.569
40,112,2125.618
34,184,2125.706999
72,216,2125.805999
-10,108,2125.853498
49,109,2125.901999
-1,71,2125.9355
14,74,2125.9665
43,111,2126.015498
57,145,2126.078498
84,324,2126.218
12,108,2126.261998
36,144,2126.318499
-12,108,2126.362443
-10,108,2127.983999
51,147,2128.066
36,108,2128.114998
40,108,2128.164998
58,144,2128.236602
16,108,2128.284498
12,108,2128.331998
56,144,2128.392498
42,108,2128.439498
30,108,2128.487499
10,108,2128.532999
78,252,2128.642998
-17,71,2128.673498
-17,71,2128.705
41,147,2128.764824
94,288,2130.464999
8,180,2130.539003
44,108,2130.5835
103,255,2130.6905
-19,71,2130.722999
35,109,2130.773498
62,184,2130.855498
70,216,2130.951499
79,253,2131.059998
36,108,2131.106005
28,108,2131.148
43,111,2131.194502
-15,71,2131.224501
128,254,2131.329
46,112,2132.940595
-4,180,2133.019499
48,108,2133.068999
10,108,2133.118999
-7,73,2133.147999
18,110,2133.194565
26,108,2133.238001
30,108,2133.279498
36,146,2133.340498
56,182,2133.424999
14,112,2133.475
40,180,2133.556
26,108,2133.6035
106,468,2135.416003
54,146,2135.478998
-12,112,2135.523498
90,324,2135.665999
52,108,2135.7135
28,180,2135.794999
54,216,2135.885499
29,109,2135.93
88,180,2136.0105
83,219,2136.1055
-11,71,2136.133003
34,144,2136.189499
30,108,2136.234998
24,146,2137.853998
-4,72,2137.8835
36,108,2137.9315
74,216,2138.0305
42,108,2138.0785
42,108,2138.126999
34,144,2138.196999
46,112,2138.249499
44,180,2138.333589
30,108,2138.377498
16,112,2138.4265
-16,108,2138.4745
12,108,2138.5185
54,180,2138.597999
38,108,2138.640499
-8,74,2138.674999
-11,71,2138.706
60,112,2140.348498
44,108,2140.393999
26,148,2140.467499
134,324,2140.622999
2,74,2140.656998
38,108,2140.705498
-7,75,2140.738498
52,180,2140.817002
35,111,2140.860502
2,72,2140.889
114,396,2141.057074
34,112,2141.102499
52,144,2141.159
53,111,2141.207149
68,252,2142.862534
50,252,2142.964998
80,216,2143.0605
42,180,2143.136501
-12,108,2143.185
16,108,2143.233
56,216,2143.331999
46,144,2143.395999
6,144,2143.459999
74,180,2143.541498
50,108,2143.587999
67,219,2145.292
80,216,2145.383502
94,324,2145.516999
46,144,2145.583501
-20,108,2145.6335
10,108,2145.678502
6,108,2145.7235
76,216,2145.816499
27,183,2145.895999
16,110,2145.9465
5,75,2145.980001
28,108,2146.028586
60,144,2146.094999
18,180,2147.74
68,216,2147.832502
26,252,2147.9326
48,108,2147.976378
75,147,2148.042
-4,108,2148.090999
72,216,2148.186
26,144,2148.254058
149,471,2148.459
22,180,2148.5385
26,144,2148.602999
-2,216,2150.293
38,108,2150.338499
-6,72,2150.367498
-21,71,2150.396999
92,220,2150.487616
6,144,2150.545499
1,109,2150.592999
44,108,2150.6405
197,649,2150.907498
-21,71,2150.9395
40,108,2150.983501
0,72,2151.013498
50,216,2152.684743
-4,108,2152.735999
52,180,2152.811999
54,216,2152.913001
28,216,2153.016002
-13,71,2153.046501
-19,71,2153.082001
34,180,2153.169999
42,110,2153.223999
58,216,2153.323499
40,144,2153.395501
59,289,2153.522999
-14,180,2155.214499
6,72,2155.247001
-23,71,2155.279999
44,216,2155.371999
2,108,2155.421999
44,108,2155.464475
4,72,2155.492498
42,108,2155.538999
38,108,2155.583999
42,110,2155.631498
-29,71,2155.663999
44,252,2155.777129
34,144,2155.834999
84,252,2155.934502
103,291,2156.061998
4,72,2157.632999
50,216,2157.732499
60,180,2157.812002
77,217,2157.9145
-9,75,2157.952501
42,108,2158.005498
-16,72,2158.039998
60,144,2158.106002
38,180,2158.192574
-17,71,2158.224998
45,145,2158.296
40,110,2158.343499
-8,112,2158.393499
5,71,2158.4285
47,145,2158.4925
76,216,2160.165003
92,324,2160.295998
60,180,2160.378499
8,72,2160.411501
46,252,2160.516998
48,108,2160.56411
52,144,2160.624999
-2,108,2160.677499
35,145,2160.7425
42,112,2160.790499
42,144,2160.846836
12,144,2160.904
40,108,2160.954
46,180,2161.030627
46,108,2162.600502
46,146,2162.659499
-19,71,2162.687999
10,108,2162.731999
31,145,2162.792998
40,180,2162.867
29,147,2162.9295
5,71,2162.955999
103,327,2163.094504
40,108,2163.137501
72,360,2163.296999
48,144,2163.3785
38,180,2165.075498
36,108,2165.116503
74,180,2165.189498
50,108,2165.239499
129,469,2165.444003
50,144,2165.5075
46,144,2165.5635
-2,108,2165.610498
-6,74,2165.642498
28,108,2165.688498
74,216,2165.785998
-3,71,2165.818499
132,360,2167.583499
32,108,2167.633501
90,288,2167.768499
19,75,2167.803498
42,108,2167.852999
-3,71,2167.884499
33,145,2167.9465
-1,71,2167.97605
-15,71,2168.008001
44,144,2168.070001
70,252,2168.1825
-5,75,2168.214999
40,144,2168.278
8,144,2168.338
34,144,2168.399498
33,109,2168.450843
62,146,2170.072998
108,360,2170.222999
5,73,2170.253498
-13,71,2170.29
121,397,2170.4585
12,180,2170.533002
12,144,2170.593999
56,180,2170.671002
28,108,2170.713499
-1,71,2170.744
10,74,2170.775
24,110,2170.821998
77,289,2172.565003
-8,72,2172.5955
1,73,2172.623501
29,109,2172.666002
-18,74,2172.697004
22,108,2172.741998
78,252,2172.840001
128,324,2172.977998
-27,71,2173.008998
-5,71,2173.039
40,108,2173.083002
122,360,2173.238002
40,108,2173.2795
40,180,2174.9185
-19,71,2174.951001
18,216,2175.0545
54,180,2175.135499
32,108,2175.179
-19,71,2175.2105
102,216,2175.304999
66,180,2175.382002
58,216,2175.477
-14,108,2175.518999
-15,71,2175.546499
-9,71,2175.5735
88,324,2175.720501
46,144,2175.784499
48,144,2177.403999
70,146,2177.466
-36,72,2177.498498
33,183,2177.576138
2,108,2177.622552
16,108,2177.667502
3,71,2177.695001
30,108,2177.736999
90,324,2177.879001
3,147,2177.943062
-11,71,2177.974502
14,108,2178.024028
56,218,2178.120503
26,144,2178.175499
40,108,2178.223999
54,144,2179.882499
-5,71,2179.914498
6,108,2179.958552
12,144,2180.019498
34,148,2180.085002
36,144,2180.148501
52,144,2180.208499
84,252,2180.316999
52,144,2180.380681
22,144,2180.437999
43,111,2180.484498
60,180,2180.560999
-1,71,2180.588998
38,108,2180.6325
66,218,2182.31
40,108,2182.355505
42,180,2182.427999
-7,71,2182.457498
46,144,2182.517501
-2,108,2182.560001
18,144,2182.617
46,144,2182.678499
-16,72,2182.706501
1,75,2182.737001
30,108,2182.782003
46,144,2182.844999
68,216,2182.931499
58,180,2183.003499
56,144,2183.068
-26,108,2183.110499
30,180,2184.710926
52,144,2184.770998
-14,74,2184.8
33,111,2184.845998
-6,108,2184.890999
9,109,2184.938999
18,108,2184.9865
12,144,2185.051078
0,74,2185.0825
0,180,2185.174499
-20,112,2185.224999
49,183,2185.302002
45,217,2185.393008
-9,71,2185.421502
32,108,2185.466499
-12,108,2185.516499
44,180,2187.15
70,180,2187.226
52,146,2187.285
36,108,2187.331
-8,108,2187.374502
-6,108,2187.4195
42,180,2187.502
125,361,2187.662501
26,110,2187.724723
134,432,2187.929999
48,108,2187.9775
-9,73,2188.006498
49,145,2189.691998
-5,111,2189.761001
137,325,2189.916498
-3,71,2189.945499
56,180,2190.020999
37,183,2190.093001
48,108,2190.137998
-17,111,2190.187
113,253,2190.297998
18,144,2190.359999
76,144,2190.420999
58,144,2190.480999
88,252,2192.149002
42,184,2192.230001
106,216,2192.326001
59,181,2192.404042
54,144,2192.4686
38,180,2192.539999
2,108,2192.588601
2,112,2192.635002
104,216,2192.728055
34,146,2192.792499
48,180,2192.869498
102,324,2194.590001
14,108,2194.635
38,252,2194.745999
88,252,2194.8545
-10,72,2194.883003
42,216,2194.973499
48,148,2195.033501
10,108,2195.078502
80,216,2195.169003
4,108,2195.214999
-26,72,2195.247998
38,108,2195.297498
29,109,2195.348501
30,108,2195.393001
0,112,2195.441499
51,361,2197.193
88,180,2197.271
3,71,2197.297999
68,180,2197.372499
208,576,2197.613999
-18,108,2197.660499
142,432,2197.838
36,144,2197.901998
160,504,2199.721998
-8,72,2199.752
2,74,2199.784998
6,256,2199.895498
35,111,2199.9415
45,181,2200.030999
-1,109,2200.082501
12,108,2200.1295
23,183,2200.199999
92,180,2200.279998
51,147,2200.349499
4,74,2200.3785
56,216,2202.14861
46,144,2202.218499
38,108,2202.266458
22,144,2202.330999
4,72,2202.363999
40,108,2202.408999
36,144,2202.465499
24,110,2202.5115
40,144,2202.570999
5,71,2202.601003
-3,73,2202.629003
53,147,2202.691003
112,360,2202.841533
39,111,2202.884499
6,180,2202.955501
-20,72,2204.614999
20,108,2204.659999
-9,71,2204.687498
64,146,2204.748557
26,108,2204.795501
21,147,2204.857499
-10,180,2204.935
1,71,2204.966999
48,144,2205.030998
72,216,2205.129503
-33,71,2205.162998
38,108,2205.213
88,218,2205.315
55,145,2205.381
44,110,2205.426501
52,218,2207.152999
56,216,2207.250999
44,146,2207.31746
85,291,2207.438998
25,111,2207.487297
-6,72,2207.515998
48,108,2207.560486
-9,71,2207.589998
112,252,2207.700502
82,290,2207.820499
48,112,2207.863499
37,181,2207.937998
52,144,2209.566999
40,108,2209.614699
-5,71,2209.646498
36,108,2209.697499
30,144,2209.764001
60,216,2209.864501
38,148,2209.930499
46,108,2209.977
42,108,2210.019998
15,75,2210.049998
36,108,2210.095998
1,75,2210.1305
34,108,2210.173
102,288,2210.289499
28,108,2210.331998
40,108,2210.373498
8,108,2210.418998
26,108,2212.017502
28,108,2212.075499
20,144,2212.138499
9,75,2212.167499
51,145,2212.228502
5,71,2212.258003
20,144,2212.320498
-13,75,2212.354
-3,71,2212.396999
5,71,2212.4475
-15,71,2212.478999
77,253,2212.5905
42,180,2212.670498
42,108,2212.718002
-1,71,2212.750555
56,180,2212.833
51,147,2212.908999
142,360,2214.727332
36,108,2214.771499
88,216,2214.864499
62,180,2214.9395
51,183,2215.022501
38,144,2215.083498
2,108,2215.129999
34,108,2215.170999
62,216,2215.263998
96,216,2215.357998
112,252,2215.459998
-13,71,2217.118999
-7,75,2217.151999
26,148,2217.215001
80,184,2217.299501
54,180,2217.381999
-20,108,2217.426001
30,180,2217.500999
50,112,2217.5505
38,180,2217.634499
50,180,2217.712499
44,180,2217.785001
-15,71,2217.813498
158,396,2219.582
46,108,2219.6295
42,108,2219.680498
-4,144,2219.753583
12,180,2219.836999
76,252,2219.943499
128,364,2220.109999
32,108,2220.1555
42,180,2220.2315
-7,75,2220.264
60,146,2220.327499
24,180,2220.402502
40,108,2220.447195
36,144,2222.117002
40,216,2222.2075
1,71,2222.239999
4,180,2222.320532
-3,71,2222.349998
46,144,2222.414498
68,180,2222.488999
11,71,2222.519
43,183,2222.594053
43,145,2222.650002
58,218,2222.743093
43,145,2222.807573
10,144,2222.8685
118,252,2224.584499
104,288,2224.702499
44,144,2224.761
-1,75,2224.794003
38,146,2224.865499
65,183,2224.951999
20,108,2224.998999
50,144,2225.060553
31,111,2225.107498
30,180,2225.179499
15,73,2225.207908
70,180,2225.284501
74,252,2225.388499
105,291,2227.059499
41,111,2227.107184
41,145,2227.165
30,144,2227.222
-4,108,2227.267501
121,327,2227.396499
13,73,2227.424675
78,184,2227.503
64,290,2227.6245
104,324,2227.759501
-10,72,2227.788
153,541,2229.625987
-9,71,2229.655499
13,111,2229.706001
48,144,2229.762999
66,256,2229.869498
1,111,2229.916499
12,144,2229.982
84,360,2230.129998
46,110,2230.172502
62,144,2230.236
39,109,2230.283
54,110,2231.859499
54,180,2231.930501
40,108,2231.976499
-15,71,2232.0045
0,72,2232.033503
104,288,2232.144743
42,108,2232.19
95,291,2232.317
28,180,2232.397501
5,71,2232.427224
-17,71,2232.457003
-1,109,2232.501998
41,181,2232.586001
82,252,2232.7075
8,108,2234.363
22,144,2234.422998
50,144,2234.479499
80,324,2234.625669
32,144,2234.689499
33,111,2234.735498
31,109,2234.778999
68,182,2234.857
52,144,2234.919999
34,108,2234.964499
22,108,2235.005998
10,108,2235.051006
25,109,2235.097499
52,144,2235.156498
39,253,2236.8555
54,216,2236.946498
74,360,2237.134499
62,144,2237.192999
-19,71,2237.226
31,111,2237.274999
36,108,2237.321499
44,216,2237.4115
40,108,2237.457002
10,180,2237.534
54,182,2237.610001
18,180,2239.2447
34,468,2239.457501
38,108,2239.503999
11,111,2239.553089
30,108,2239.601998
38,112,2239.65022
8,108,2239.697499
0,72,2239.727501
30,112,2239.773498
6,74,2239.803498
67,363,2239.9665
136,182,2240.065999
26,108,2240.114498
-4,182,2241.733002
166,468,2241.929999
-26,108,2241.979501
9,71,2242.010999
48,144,2242.092499
-19,71,2242.125499
71,183,2242.205504
96,216,2242.2935
58,144,2242.351
191,543,2242.57417
86,288,2244.270498
56,180,2244.340609
85,363,2244.493498
68,216,2244.584998
32,220,2244.680501
72,292,2244.803
38,108,2244.849032
59,325,2244.980999
70,288,2246.684
5,71,2246.712499
70,182,2246.7865
42,146,2246.851499
53,147,2246.920501
22,108,2246.96597
68,216,2247.0645
28,108,2247.114002
93,253,2247.230999
74,288,2247.3525
32,108,2247.395
22,108,2247.443498
77,217,2249.1115
72,180,2249.204499
26,108,2249.254999
46,108,2249.302999
52,144,2249.369001
56,180,2249.442498
60,216,2249.538998
-12,108,2249.583999
54,144,2249.6485
58,144,2249.710499
188,540,2249.947002
6,108,2251.537
82,216,2251.622502
36,108,2251.670002
-4,112,2251.716002
40,146,2251.772003
96,288,2251.888503
16,108,2251.931499
36,180,2252.005002
6,108,2252.050501
-10,144,2252.1145
48,144,2252.17115
58,148,2252.233998
54,180,2252.314499
-19,71,2252.344999
-5,71,2253.942999
-3,71,2253.9755
88,254,2254.084998
60,144,2254.1515
63,183,2254.229001
-21,71,2254.258498
46,216,2254.366683
52,148,2254.4295
58,180,2254.506
-21,71,2254.537
-24,110,2254.585498
28,110,2254.6315
63,291,2254.752499
-7,71,2254.7835
44,180,2256.400002
53,181,2256.477003
-9,71,2256.510501
212,468,2256.720072
16,148,2256.786501
6,180,2256.865001
64,216,2256.9545
54,182,2257.032499
60,180,2257.106
74,216,2257.198999
3,71,2257.2295
-11,75,2257.2665
40,108,2258.869498
52,324,2259.020826
-4,72,2259.053498
56,252,2259.179999
28,112,2259.231502
24,180,2259.307998
78,216,2259.402498
10,144,2259.463
5,71,2259.492624
-16,144,2259.555178
3,255,2259.663999
28,108,2259.712502
26,110,2261.338002
42,108,2261.384002
56,252,2261.494998
26,108,2261.545502
116,432,2261.7555
33,73,2261.79
3,71,2261.822999
12,108,2261.8695
14,252,2261.989
-13,71,2262.022999
9,71,2262.052499
54,148,2262.12
-23,71,2262.1525
64,180,2262.234001
38,108,2263.839998
86,216,2263.939498
76,288,2264.066001
16,108,2264.111999
6,144,2264.172501
8,108,2264.221501
-15,75,2264.255998
78,144,2264.3225
42,216,2264.4111
34,108,2264.456999
8,108,2264.501003
46,108,2264.543499
80,184,2264.623003
-7,71,2264.650998
57,147,2266.295
14,108,2266.342
7,109,2266.388999
18,144,2266.458653
66,144,2266.519917
94,288,2266.649551
10,144,2266.717498
98,252,2266.8305
-17,71,2266.859451
4,108,2266.906503
-14,72,2266.937001
110,324,2267.071
-5,75,2267.1015
88,216,2268.759999
3,71,2268.793
22,110,2268.835503
36,108,2268.879003
24,108,2268.924667
28,148,2268.982503
16,144,2269.040499
-10,108,2269.085499
-7,71,2269.115999
20,144,2269.176005
14,144,2269.2355
30,108,2269.2775
38,112,2269.324775
56,180,2269.399616
34,180,2269.479499
-7,71,2269.511085
48,292,2271.222999
40,108,2271.2665
-4,108,2271.311501
34,108,2271.356347
37,111,2271.404999
26,108,2271.449002
42,144,2271.504998
114,216,2271.601002
2,108,2271.651999
70,182,2271.734488
38,144,2271.795502
0,108,2271.837501
10,180,2271.9175
78,252,2272.046999
48,110,2273.714499
27,109,2273.760499
-28,108,2273.807498
56,144,2273.866498
60,180,2273.948498
36,108,2273.999499
30,180,2274.078001
10,108,2274.122005
60,144,2274.177498
58,216,2274.273499
79,217,2274.368499
79,183,2274.438498
-9,71,2274.467735
0,108,2274.517001
80,252,2276.2
16,180,2276.278499
46,220,2276.374004
22,108,2276.417999
235,469,2276.612001
24,108,2276.657498
-8,72,2276.687002
20,108,2276.728999
38,144,2276.788002
1,73,2276.818498
-21,71,2276.850499
36,108,2276.897499
-2,108,2276.943999
48,144,2277.000998
60,216,2278.697498
41,219,2278.794535
72,252,2278.898499
58,180,2278.974499
68,180,2279.055001
70,216,2279.150498
88,360,2279.317
46,108,2279.363001
-5,75,2279.396999
56,180,2279.471001
10,72,2279.5005
52,180,2281.145999
109,289,2281.274499
2,108,2281.318998
46,144,2281.378998
68,180,2281.453999
34,108,2281.498499
86,288,2281.623498
22,108,2281.669499
-15,73,2281.702999
46,144,2281.763001
90,252,2281.874998
17,111,2281.923504
30,108,2283.518
44,216,2283.608498
-9,71,2283.6385
7,147,2283.695003
4,74,2283.724502
16,108,2283.771999
102,328,2283.916651
46,252,2284.028102
6,108,2284.0705
-7,71,2284.099003
58,216,2284.227999
39,183,2284.302075
-5,71,2284.329499
45,253,2286.033998
18,144,2286.099499
45,145,2286.157998
102,324,2286.295999
34,108,2286.343
36,144,2286.400999
91,291,2286.527002
56,180,2286.606999
83,291,2286.725
30,146,2286.790501
98,472,2288.549498
86,216,2288.649999
49,219,2288.761
108,328,2288.928999
60,148,2288.997499
44,108,2289.047561
62,180,2289.138499
19,75,2289.17224
-4,72,2289.204
36,216,2289.301
134,432,2291.205503
3,73,2291.236003
48,144,2291.299706
17,75,2291.328003
37,111,2291.372502
52,144,2291.430499
44,144,2291.4935
1,71,2291.526499
34,108,2291.5745
-10,144,2291.638
64,180,2291.725
142,400,2291.886498
50,112,2291.935498
30,144,2293.613001
106,252,2293.724705
40,180,2293.8005
47,145,2293.859999
41,111,2293.903999
26,180,2293.9825
68,180,2294.061499
38,144,2294.120152
64,216,2294.209999
14,108,2294.2525
-28,180,2294.331499
54,218,2294.423499
-18,108,2294.474999
56,144,2296.189095
81,183,2296.271001
48,144,2296.328
-14,144,2296.3915
34,180,2296.471499
-5,71,2296.505
-16,108,2296.550499
36,146,2296.6175
3,71,2296.646999
-17,71,2296.6805
38,182,2296.783499
49,217,2296.887566
53,217,2296.984998
108,360,2298.751999
76,216,2298.844999
44,144,2298.905499
16,112,2298.951499
106,324,2299.086998
37,145,2299.147501
14,144,2299.209499
52,180,2299.285999
9,71,2299.316499
68,216,2299.400998
31,111,2299.45
66,144,2299.507999
50,180,2301.121499
24,144,2301.188498
21,145,2301.249
28,108,2301.293998
44,180,2301.376998
38,108,2301.4225
32,148,2301.4965
30,324,2301.645499
57,181,2301.727241
46,108,2301.773498
76,216,2301.86
84,220,2301.956001
54,252,2303.616999
-9,71,2303.648
42,108,2303.712002
52,216,2303.8
22,110,2303.844999
90,252,2303.9495
10,144,2304.013499
53,181,2304.086498
34,180,2304.161499
12,144,2304.217499
38,216,2304.318499
14,144,2304.385073
-1,73,2304.418499
46,144,2306.056499
12,108,2306.0985
72,396,2306.257
120,288,2306.389001
56,292,2306.514498
40,144,2306.577499
19,111,2306.621999
64,216,2306.713498
-9,71,2306.7465
-11,73,2306.777004
30,108,2306.821499
-13,71,2306.8495
93,255,2308.513999
-1,71,2308.546962
12,108,2308.591
52,144,2308.658
336,684,2308.994502
17,111,2309.039299
40,108,2309.084596
-13,71,2309.1125
3,73,2309.146113
0,108,2309.1955
-18,74,2309.227312
48,180,2309.322999
80,324,2311.0125
50,144,2311.071503
86,216,2311.167301
-2,108,2311.209501
27,109,2311.251998
98,324,2311.395001
54,144,2311.454499
76,144,2311.514998
14,180,2311.594998
-7,71,2311.623499
28,108,2311.668999
40,108,2311.718499
42,148,2311.784499
-23,71,2313.440999
40,112,2313.487499
42,144,2313.550998
50,144,2313.615499
96,288,2313.731003
108,252,2313.8355
24,182,2313.911749
36,144,2313.9725
88,252,2314.101499
36,144,2314.160502
-25,71,2314.188501
32,180,2314.265998
38,144,2315.866498
16,108,2315.912003
34,216,2316.0035
94,288,2316.125499
46,108,2316.173499
62,252,2316.293
52,184,2316.377061
101,435,2316.575
-9,71,2316.606502
20,144,2316.661501
34,108,2316.703498
41,255,2318.349499
12,144,2318.414999
108,396,2318.581999
-15,71,2318.611998
-4,72,2318.639499
94,252,2318.75
26,108,2318.794998
16,108,2318.840999
38,144,2318.904962
18,144,2318.968
40,180,2319.040999
32,144,2319.109499
62,216,2320.778061
26,148,2320.837999
1,73,2320.866508
26,108,2320.91
24,108,2320.954499
82,220,2321.05
14,74,2321.099499
28,108,2321.147813
6,72,2321.180498
-3,71,2321.208998
5,109,2321.258999
-7,71,2321.29
30,144,2321.347998
64,216,2321.441
72,180,2321.513998
24,144,2321.574999
-13,71,2321.605998
60,180,2323.236379
0,74,2323.269
-17,71,2323.301999
-9,71,2323.3355
-9,71,2323.3655
92,360,2323.519999
74,252,2323.6485
6,108,2323.697498
154,396,2323.857002
-17,71,2323.886002
0,216,2323.974499
160,432,2325.717
11,109,2325.764499
37,147,2325.826499
-9,71,2325.856998
52,180,2325.941998
16,216,2326.045501
52,148,2326.107999
7,109,2326.1565
18,144,2326.220091
108,288,2326.348499
97,399,2328.049998
-5,71,2328.08
38,180,2328.1605
9,71,2328.193
155,253,2328.311999
-1,111,2328.363154
44,144,2328.429502
124,252,2328.5325
48,108,2328.579998
109,325,2328.7155
15,111,2328.758501
-34,72,2328.788499
5,71,2328.815998
140,324,2330.5185
24,144,2330.582499
56,252,2330.687999
-15,71,2330.7205
12,182,2330.795999
36,144,2330.860001
90,254,2330.973502
26,108,2331.020607
90,288,2331.163999
8,72,2331.193
92,360,2331.345999
106,288,2333.013001
33,111,2333.062
46,108,2333.112498
96,216,2333.225501
146,216,2333.328498
52,108,2333.374498
42,144,2333.431
12,148,2333.497498
40,254,2333.612001
100,360,2333.783498
131,289,2335.463002
38,144,2335.523499
32,144,2335.582999
-9,71,2335.612501
-15,71,2335.644895
16,108,2335.685999
73,253,2335.784
99,253,2335.893044
-4,108,2335.935564
38,144,2335.998033
33,145,2336.062002
-9,71,2336.095998
40,216,2336.194499
-12,112,2336.243
2,72,2336.275
192,400,2338.051498
62,288,2338.174501
24,108,2338.216499
-3,71,2338.249193
-13,71,2338.279498
72,256,2338.391001
80,290,2338.519602
130,360,2338.671999
-2,108,2338.721499
-13,71,2338.75418
-27,71,2338.786999
14,146,2340.464999
-15,71,2340.497712
36,108,2340.542002
38,144,2340.604999
51,217,2340.689498
22,108,2340.734
16,108,2340.782499
98,288,2340.911499
3,71,2340.942499
38,216,2341.033499
44,180,2341.112498
93,255,2341.219499
-11,71,2341.250999
71,219,2342.936998
-4,108,2342.982033
34,108,2343.029499
18,108,2343.070998
-2,74,2343.102499
42,108,2343.1515
16,144,2343.211498
86,252,2343.316999
37,147,2343.380499
5,71,2343.409999
47,147,2343.467617
66,180,2343.54866
64,288,2343.664
42,180,2345.315002
3,71,2345.345002
40,108,2345.391501
0,144,2345.468501
26,108,2345.515498
46,216,2345.6
86,252,2345.706004
56,144,2345.761003
48,180,2345.838499
49,183,2345.921499
-9,71,2345.954198
38,112,2346.003
56,288,2346.126499
-7,71,2346.158
12,144,2347.771502
75,361,2347.935498
18,144,2348.0075
90,290,2348.142
50,144,2348.208499
90,180,2348.287499
44,180,2348.368999
130,288,2348.4895
54,108,2348.538999
80,180,2348.620001
-2,112,2348.668
62,144,2350.2995
70,216,2350.386
-13,71,2350.415498
42,252,2350.5215
60,144,2350.583107
11,75,2350.613999
-7,71,2350.6435
22,112,2350.692729
36,108,2350.736499
44,108,2350.781
89,217,2350.87269
110,324,2351.005502
8,108,2351.050001
-28,108,2351.099498
12,108,2352.697001
-5,71,2352.728498
88,216,2352.818498
53,183,2352.909499
48,108,2352.9545
-25,71,2352.983499
36,144,2353.044498
3,71,2353.074573
47,111,2353.122
-15,73,2353.1535
39,181,2353.230502
54,112,2353.275498
39,111,2353.325999
33,109,2353.371499
16,108,2353.418049
-10,74,2353.450498
40,108,2353.496499
-14,72,2353.524999
52,216,2355.184499
160,504,2355.401
11,75,2355.431502
10,108,2355.477998
81,219,2355.567498
-14,144,2355.630998
-29,71,2355.6625
40,148,2355.727367
44,144,2355.786499
43,111,2355.835563
57,255,2355.955501
56,252,2357.698
-12,72,2357.7315
48,182,2357.810498
32,108,2357.855001
-17,71,2357.885498
20,144,2357.945999
-17,71,2357.974
30,108,2358.0165
56,218,2358.102566
96,324,2358.245
84,360,2358.398998
-10,108,2358.443501
44,108,2360.046
0,108,2360.095282
30,108,2360.145055
