#{"t_start": 1654704754.9331267, "env_id": "gym_spaceship/Spaceship-v0"}
r,l,t
161,71,545.443999
9,71,545.574
40,148,545.793998
12,74,545.937051
29,111,546.116644
-30,74,546.236155
92,144,546.455499
161,71,546.566058
161,71,546.6915
30,112,546.866498
58,108,547.050498
32,108,547.224499
0,144,547.436
-2,72,547.5405
161,71,547.6645
161,71,547.760499
161,71,547.859998
0,108,548.018998
1,71,548.1295
-1,71,548.233503
38,108,548.401999
4,108,548.576002
18,112,548.739499
161,71,548.8385
9,71,548.9795
-25,73,549.0925
161,71,549.212498
22,108,549.382
-8,108,549.5495
161,71,549.657999
-5,71,549.762511
18,144,549.997503
0,108,550.160501
6,108,550.342999
98,108,550.515501
-7,71,550.618503
-3,71,550.759501
12,74,550.8875
-3,71,550.990001
161,71,551.106002
5,109,551.285499
-5,71,551.3915
161,71,551.553001
161,71,551.666
161,71,551.785999
161,71,551.898
5,71,552.013999
-3,71,552.150499
-30,108,552.324498
161,71,552.4445
66,144,552.674
46,144,552.908001
161,71,553.021498
0,74,553.142058
9,71,553.241001
22,108,553.392498
32,108,553.563999
1,73,553.689501
41,71,553.789998
9,71,553.8945
161,71,553.992502
4,108,554.161499
156,72,554.285
161,71,554.393498
-2,72,554.510498
38,144,554.7535
-9,71,554.855499
1,71,554.975499
7,75,555.11
98,108,555.285
-29,71,555.3975
161,71,555.509499
161,71,555.622015
161,71,555.7465
161,71,555.857999
-20,110,556.072
28,112,556.255498
161,71,556.358501
161,71,556.466507
7,71,556.596499
161,71,556.747
92,144,557.041499
161,71,557.166498
98,108,557.326499
98,108,557.588499
161,71,557.716498
-5,71,557.820999
32,108,558.009999
22,108,558.185498
161,71,558.297003
161,71,558.4
161,71,558.516
14,112,558.716002
161,71,558.844008
26,144,559.0975
161,71,559.208499
38,108,559.372501
14,110,559.530502
5,75,559.639
161,71,559.752499
-39,71,559.861999
161,71,559.970498
161,71,560.081501
1,71,560.187
161,71,560.2915
-28,108,560.450502
50,144,560.712499
161,71,560.814498
161,71,560.949004
-27,73,561.094033
-7,71,561.217999
3,71,561.324501
161,71,561.446998
161,71,561.5605
23,147,561.790998
20,108,561.9715
-15,71,562.0955
161,71,562.196001
1,71,562.323499
161,71,562.435565
161,71,562.551499
1,71,562.653999
161,71,562.783002
11,71,562.898002
17,75,563.012
5,71,563.156324
18,112,563.326833
161,71,563.4345
9,71,563.534499
20,110,563.7055
1,71,563.825999
15,71,563.928499
-1,71,564.039
161,71,564.137501
161,71,564.238
-5,71,564.348501
1,71,564.458
7,71,564.559499
161,71,564.674
156,72,564.776999
160,72,564.882
11,71,564.981498
-19,71,565.093498
7,71,565.212
5,71,565.327504
5,73,565.441499
160,72,565.563999
-4,72,565.691054
-9,71,565.8025
160,72,565.918003
161,71,566.025501
30,144,566.259498
161,71,566.368499
161,71,566.483999
-2,74,566.598001
-8,74,566.711999
22,144,566.959501
1,73,567.070534
20,112,567.239501
8,184,567.630999
161,71,567.743999
78,144,567.955501
-15,71,568.065002
161,71,568.177
161,71,568.291659
14,112,568.451998
-23,75,568.588
-9,71,568.702998
161,71,568.808999
9,71,568.921499
161,71,569.03
161,71,569.130502
-1,71,569.258
9,75,569.374999
36,108,569.548
7,71,569.682498
4,74,569.7915
161,71,569.896001
-9,71,570.010501
34,108,570.1735
161,71,570.286998
2,112,570.477498
19,71,570.5795
161,71,570.701999
161,71,570.817503
3,73,570.928
-2,108,571.0875
-37,73,571.191
104,108,571.3605
32,144,571.599501
161,71,571.758001
98,108,571.9395
161,71,572.077499
161,71,572.184998
-1,71,572.320499
17,75,572.447499
161,71,572.5535
-1,71,572.659499
1,71,572.785999
3,75,572.913501
161,71,573.0195
-7,71,573.128499
1,73,573.2465
24,112,573.431
7,71,573.5555
58,144,573.784
161,71,573.893998
1,75,574.011498
12,74,574.1515
161,71,574.259999
1,71,574.370998
161,71,574.494999
-29,71,574.601587
161,71,574.709502
5,71,574.821498
161,71,574.920499
99,109,575.125498
1,73,575.248002
-19,71,575.353498
104,108,575.526999
18,144,575.748003
3,71,575.869503
3,71,575.969504
7,71,576.094498
161,71,576.199593
3,71,576.328999
161,71,576.445499
161,71,576.560499
3,75,576.682001
161,71,576.793499
-13,73,576.901998
-26,108,577.069999
62,180,577.359
161,71,577.474999
24,112,577.698499
-8,74,577.823502
32,110,577.990002
161,71,578.091003
161,71,578.229002
-7,71,578.362
-7,71,578.50511
161,71,578.610538
-5,73,578.716032
161,71,578.828501
-1,71,578.936502
7,71,579.046
-11,71,579.163001
-5,71,579.271999
-13,71,579.407
161,71,579.515
11,71,579.623499
161,71,579.735499
0,72,579.8435
-9,71,579.958001
-21,73,580.069998
0,74,580.176999
36,110,580.338999
-49,73,580.448999
161,71,580.552001
2,74,580.679499
-2,72,580.7815
161,71,580.877999
161,71,580.981106
2,74,581.117999
68,108,581.286
98,108,581.466502
11,71,581.581999
1,71,581.704498
-7,71,581.836504
9,71,581.950001
9,75,582.077
161,71,582.180499
36,108,582.353999
12,144,582.575999
-19,71,582.680061
5,71,582.801504
5,75,582.91
-4,74,583.035498
122,288,583.460004
-7,71,583.563002
5,71,583.659998
-47,71,583.769001
161,71,583.869998
-14,74,583.973
-17,73,584.095502
104,108,584.306998
-1,71,584.422499
161,71,584.547
14,112,584.7265
161,71,584.837103
-3,71,584.942
-3,71,585.044
45,181,585.356
30,112,585.58
68,108,585.798499
-7,71,585.91
60,108,586.077499
161,71,586.191
9,71,586.300499
52,108,586.5055
36,144,586.7095
104,108,586.897499
161,71,587.001903
161,71,587.134999
161,71,587.250499
161,71,587.400999
161,71,587.571
161,71,587.6745
5,75,587.7925
-9,71,587.911499
9,71,588.025957
40,108,588.2045
-7,71,588.334
8,74,588.455498
5,71,588.598
-3,71,588.715498
161,71,588.837498
161,71,588.949999
5,75,589.074999
16,108,589.227998
2,108,589.393501
9,75,589.516
160,72,589.631999
36,108,589.809002
156,72,589.924502
9,71,590.034498
-20,108,590.251998
-46,144,590.463978
156,72,590.587
9,71,590.701
156,72,590.808999
9,71,590.924998
3,71,591.030502
-6,72,591.160003
161,71,591.302499
16,144,591.5275
9,71,591.633501
9,71,591.749499
13,71,591.858999
161,71,591.964498
5,71,592.076149
161,71,592.183
9,71,592.300501
-7,71,592.418499
-5,71,592.554499
-9,71,592.668
-11,71,592.770999
62,108,592.944498
12,108,593.1525
28,144,593.390012
-5,71,593.535002
28,180,593.8495
4,108,594.045085
-19,111,594.2345
161,71,594.350998
3,111,594.532999
161,71,594.631561
161,71,594.749501
161,71,594.874499
161,71,595.000503
161,71,595.109504
103,109,595.28
11,73,595.3915
81,109,595.611144
0,108,595.781
0,110,595.998501
152,72,596.146001
149,71,596.254998
8,74,596.387998
3,71,596.546999
1,71,596.657499
92,108,596.838516
-9,71,596.955499
15,111,597.203
34,108,597.372499
160,72,597.508998
156,72,597.621999
5,111,597.821002
-1,71,597.935533
-1,71,598.053499
5,75,598.1905
160,72,598.330999
156,72,598.455999
3,71,598.568002
156,72,598.6995
156,72,598.8075
13,71,598.922502
156,72,599.028499
-5,71,599.139499
156,72,599.253999
-11,73,599.393001
161,71,599.499498
-33,73,599.639999
16,74,599.779999
5,71,599.891999
161,71,599.993999
161,71,600.100002
-1,71,600.215998
-33,73,600.333
40,108,600.487
160,72,600.595998
161,71,600.709999
156,72,600.854002
161,71,600.967503
11,75,601.103
104,108,601.270499
161,71,601.383499
32,108,601.536001
5,71,601.655
13,71,601.777001
-9,73,601.904999
-4,72,602.023999
-5,71,602.136969
20,108,602.299999
-49,71,602.417503
9,71,602.524503
-5,71,602.652999
-3,71,602.7815
5,71,602.8865
9,71,603.023002
10,108,603.246001
167,71,603.361498
92,108,603.5655
167,71,603.684999
-11,71,603.7945
5,71,603.906998
5,71,604.0485
-1,71,604.148
15,71,604.271
167,71,604.389001
167,71,604.517998
-3,73,604.6465
21,71,604.754999
-3,71,604.867
-5,71,604.9675
167,71,605.083499
28,108,605.263999
167,71,605.387498
74,144,605.608502
167,71,605.713998
12,108,605.870499
20,108,606.049
14,72,606.165998
167,71,606.27
167,71,606.376499
-3,71,606.478498
-5,71,606.585999
99,109,606.748499
167,71,606.847499
167,71,607.0145
5,71,607.15718
-3,71,607.3055
78,144,607.556999
167,71,607.675501
4,110,607.835503
167,71,607.945
86,108,608.122501
40,108,608.283002
13,73,608.399503
167,71,608.523999
-3,71,608.629
-2,74,608.748611
155,71,608.858499
5,71,608.9965
18,144,609.259498
-3,71,609.362
155,71,609.473999
-3,71,609.580501
155,71,609.681499
167,71,609.785
167,71,609.891499
63,71,610.0045
5,71,610.1055
1,71,610.2145
9,71,610.337001
167,71,610.464999
18,108,610.646998
1,71,610.7555
90,144,611.041006
65,71,611.199998
32,144,611.471
8,108,611.686499
13,71,611.813998
9,71,611.9165
167,71,612.0265
167,71,612.1325
61,73,612.239499
92,144,612.495001
5,71,612.6035
11,71,612.710499
-11,71,612.823499
-27,73,612.973999
167,71,613.100137
167,71,613.207033
28,144,613.429999
166,72,613.551999
80,108,613.717499
162,72,613.833
5,73,613.9385
-27,71,614.0735
155,71,614.1815
167,71,614.282999
9,71,614.384999
104,108,614.56
9,71,614.683499
167,71,614.786501
-3,71,614.896999
38,108,615.078008
24,108,615.277498
167,71,615.45
167,71,615.559498
167,71,615.672
52,108,615.836999
167,71,615.954499
6,74,616.086998
167,71,616.196999
11,71,616.305999
3,73,616.420001
155,71,616.543998
167,71,616.6625
167,71,616.784
9,71,616.911999
9,71,617.045999
1,71,617.151998
11,71,617.251499
38,108,617.411068
5,75,617.524916
9,71,617.638499
3,71,617.756999
-1,71,617.90361
11,71,618.013
20,144,618.245999
167,71,618.408001
-7,71,618.520999
16,110,618.702999
23,73,618.8225
-1,71,618.942
167,71,619.066499
27,109,619.270503
7,71,619.3735
167,71,619.494503
17,71,619.6035
50,108,619.7705
-5,71,619.897999
1,73,620.04151
167,71,620.214998
167,71,620.340999
44,108,620.527
167,71,620.651
-17,71,620.761498
7,75,620.871498
162,72,620.9795
34,108,621.166001
85,181,621.462499
-13,71,621.599998
12,108,621.7705
167,71,621.876
-5,71,621.990999
167,71,622.116
3,71,622.235499
8,108,622.405005
19,73,622.515998
86,144,622.734999
20,144,622.9495
18,108,623.134
167,71,623.241001
167,71,623.3465
-5,71,623.453003
-3,73,623.585
162,72,623.719499
-10,74,623.828501
10,74,623.945
167,71,624.0565
167,71,624.219
104,108,624.397998
167,71,624.512498
167,71,624.633998
27,71,624.736999
167,71,624.845998
167,71,624.956
167,71,625.058499
98,108,625.215998
42,144,625.43
167,71,625.544508
-5,73,625.671999
0,108,625.827287
24,144,626.0515
-7,71,626.160499
167,71,626.269501
26,108,626.454998
87,145,626.686998
167,71,626.847999
51,71,626.993001
167,71,627.109499
167,71,627.232
-3,71,627.388499
167,71,627.508999
155,71,627.622499
5,71,627.750999
100,108,627.918499
167,71,628.029999
26,108,628.251001
167,71,628.365499
40,108,628.657
167,71,628.770503
167,71,628.878999
7,71,629.000503
-5,71,629.132001
167,71,629.258078
-7,75,629.406001
167,71,629.524999
167,71,629.647999
-5,71,629.751999
167,71,629.855002
167,71,629.965998
19,71,630.076999
11,71,630.192998
167,71,630.308999
167,71,630.424
167,71,630.5455
167,71,630.670605
21,71,630.78
167,71,630.890278
24,108,631.0775
-1,71,631.188499
167,71,631.292498
167,71,631.4225
-1,71,631.5275
-7,71,631.658499
167,71,631.768499
9,71,631.884006
-7,71,631.987506
11,71,632.096501
167,71,632.231998
3,71,632.335999
-7,75,632.457506
43,71,632.5635
167,71,632.67
167,71,632.771006
167,71,632.935501
167,71,633.058499
-7,71,633.1715
162,72,633.276499
167,71,633.373998
7,71,633.513502
9,71,633.6255
16,110,633.792999
167,71,633.901499
167,71,634.009499
-3,71,634.138
167,71,634.244499
-3,71,634.3565
9,71,634.473499
3,71,634.5805
167,71,634.689498
3,73,634.804
167,71,634.910061
21,71,635.0145
167,71,635.117999
1,71,635.219998
167,71,635.3385
167,71,635.438498
167,71,635.5405
167,71,635.6545
5,71,635.772507
9,71,635.896585
167,71,636.053
21,71,636.157001
3,71,636.261499
40,108,636.488
11,71,636.60514
167,71,636.719
9,71,636.8285
7,71,636.938502
-31,71,637.051001
-11,71,637.1625
12,108,637.324998
3,75,637.436499
-1,73,637.542001
40,108,637.720002
167,71,637.831999
-13,73,637.953499
167,71,638.064
167,71,638.1795
167,71,638.304
15,75,638.414679
30,144,638.660614
-11,71,638.777504
-4,74,638.885
15,71,638.9905
38,108,639.1775
12,108,639.3945
-13,71,639.506
11,71,639.636501
-5,71,639.752999
167,71,639.865001
55,71,639.9855
9,71,640.102503
11,71,640.211999
7,71,640.315998
167,71,640.437001
167,71,640.554498
55,181,640.864999
167,71,640.984001
44,180,641.272056
1,71,641.396999
167,71,641.5115
167,71,641.611498
71,71,641.759503
167,71,641.868504
1,71,641.969999
167,71,642.068501
51,71,642.232999
167,71,642.384001
-5,71,642.492501
167,71,642.595071
13,71,642.705999
167,71,642.808093
167,71,642.953005
167,71,643.061001
167,71,643.165539
-3,71,643.3055
3,73,643.425499
3,73,643.533
167,71,643.6445
-13,71,643.754
37,111,643.920002
-6,74,644.035
167,71,644.170501
167,71,644.283
-1,71,644.4055
167,71,644.520499
7,75,644.630001
12,108,644.794999
167,71,644.9025
167,71,645.018498
11,71,645.118999
167,71,645.229561
167,71,645.355
167,71,645.472
32,144,645.6865
-11,71,645.801
5,71,645.907498
-3,71,646.025499
167,71,646.143498
167,71,646.276001
167,71,646.381999
13,71,646.498
167,71,646.602001
17,73,646.7085
167,71,646.817498
-13,71,646.978
34,180,647.301001
167,71,647.412001
1,75,647.5445
167,71,647.655002
167,71,647.776
104,108,647.933999
5,71,648.0465
-26,74,648.167
167,71,648.2945
44,180,648.568007
167,71,648.707499
3,73,648.820499
167,71,648.937554
11,71,649.0395
104,108,649.22
17,75,649.326
-5,71,649.430563
19,73,649.549499
-5,111,649.756001
167,71,649.872999
167,71,650.0025
32,144,650.2345
11,71,650.348501
38,108,650.519001
167,71,650.618061
7,71,650.72206
36,108,650.954998
167,71,651.074
-3,71,651.197001
-3,71,651.317499
167,71,651.442501
167,71,651.591001
6,110,651.769989
9,71,651.8765
167,71,651.988502
-5,71,652.105499
-8,108,652.266503
1,71,652.399999
167,71,652.510499
-6,108,652.666502
9,71,652.785999
167,71,652.911
44,108,653.085998
-4,72,653.2055
167,71,653.318999
31,147,653.534
10,74,653.636999
167,71,653.752001
-3,71,653.886002
167,71,654.000001
36,144,654.213499
167,71,654.324
-13,71,654.433
-4,108,654.602
167,71,654.714499
167,71,654.815069
21,71,654.926498
1,111,655.098499
167,71,655.201563
21,71,655.310501
-11,71,655.437002
3,71,655.5395
-24,72,655.6455
-5,73,655.751999
167,71,655.850501
30,108,656.033003
167,71,656.1475
167,71,656.256503
1,75,656.399999
16,108,656.568999
167,71,656.682998
-9,71,656.7925
17,75,656.902999
167,71,657.003999
167,71,657.110998
-1,75,657.226187
-39,73,657.3425
1,71,657.449999
5,75,657.577499
-5,71,657.697001
9,71,657.796999
-5,71,657.898998
-5,71,658.0115
167,71,658.1165
13,71,658.238998
11,71,658.353499
11,71,658.462998
-19,71,658.569501
167,71,658.681978
167,71,658.798003
5,71,658.904498
-1,71,659.017001
167,71,659.129499
92,144,659.404999
23,71,659.566499
10,108,659.795251
98,108,659.993999
7,71,660.127999
29,71,660.235501
-5,71,660.3505
167,71,660.458136
167,71,660.565499
9,71,660.703
167,71,660.819498
5,71,660.917999
-16,110,661.095552
167,71,661.199
167,71,661.303499
-9,71,661.422498
16,110,661.5945
23,71,661.707001
5,111,661.901999
167,71,662.029999
11,71,662.13
7,71,662.242501
13,71,662.359544
167,71,662.460999
167,71,662.566499
-37,71,662.668562
167,71,662.789002
7,71,662.90156
167,71,663.014
13,71,663.122041
-1,71,663.226108
167,71,663.341943
167,71,663.452503
167,71,663.555
167,71,663.656001
-3,111,663.855499
167,71,663.977499
167,71,664.0935
29,73,664.203001
-24,72,664.321999
8,144,664.55012
1,73,664.659999
7,71,664.823534
167,71,664.983532
9,71,665.106043
-28,108,665.2805
167,71,665.390036
1,71,665.511499
6,108,665.6685
8,108,665.839999
19,71,665.979058
167,71,666.080499
36,144,666.297998
167,71,666.4025
167,71,666.511999
9,71,666.618
167,71,666.7525
13,111,666.912999
-11,71,667.027002
167,71,667.141
1,71,667.264499
167,71,667.366999
167,71,667.465
12,108,667.6265
-9,71,667.7305
-1,71,667.865999
19,71,667.979999
11,71,668.1295
9,71,668.236498
167,71,668.349001
167,71,668.4525
167,71,668.55318
167,71,668.718503
167,71,668.8465
21,71,668.944998
1,71,669.0715
167,71,669.187499
-5,71,669.306499
167,71,669.427499
10,144,669.651999
167,71,669.760998
167,71,669.875
11,71,669.988999
1,73,670.094499
73,71,670.214498
-11,71,670.316999
7,71,670.435499
3,75,670.545498
167,71,670.653499
167,71,670.753
20,144,670.9875
13,71,671.086
-7,71,671.191
167,71,671.335
167,71,671.438498
36,144,671.654502
167,71,671.765502
167,71,671.880499
28,144,672.092001
50,108,672.262571
-1,71,672.371999
22,108,672.537006
-9,71,672.639999
167,71,672.7495
16,108,672.9065
-25,71,673.006
167,71,673.130498
155,71,673.241498
6,74,673.3685
32,108,673.5375
-5,71,673.645498
21,71,673.752999
167,71,673.877999
-24,74,673.999998
-4,72,674.1435
-3,71,674.255499
5,71,674.358499
9,71,674.487002
26,108,674.6615
-5,71,674.770499
167,71,674.911999
-15,73,675.043605
-9,71,675.160001
1,71,675.2765
-1,71,675.386498
167,71,675.496998
-13,71,675.606998
167,71,675.749999
-3,73,675.881999
104,108,676.076999
-1,73,676.224499
15,71,676.3345
4,144,676.568
167,71,676.68
155,71,676.789999
11,71,676.90305
-18,108,677.107999
62,108,677.2805
167,71,677.400961
6,108,677.597998
167,71,677.711522
11,71,677.81501
-24,72,677.940504
3,71,678.061999
5,71,678.193499
120,180,678.4665
7,71,678.569998
167,71,678.684
-13,71,678.794
-11,71,678.8945
-4,74,679.0055
1,71,679.111109
-11,71,679.230999
167,71,679.342111
167,71,679.4735
167,71,679.620998
167,71,679.737998
108,216,680.107004
10,108,680.371503
21,71,680.48
5,73,680.610999
167,71,680.732501
167,71,680.846998
167,71,680.974
167,71,681.101
-21,71,681.208001
11,71,681.324499
167,71,681.428499
-27,71,681.561
5,75,681.685
167,71,681.799499
4,108,681.962498
167,71,682.073498
-13,71,682.179499
167,71,682.288498
167,71,682.4015
-7,71,682.518
-19,73,682.649499
167,71,682.766
1,75,682.9085
96,144,683.130498
167,71,683.2415
3,71,683.362999
84,144,683.599999
-10,110,683.769502
167,71,683.901999
167,71,684.029999
-5,71,684.143577
11,71,684.256
-2,72,684.378499
3,71,684.5085
167,71,684.616499
1,75,684.735
62,108,684.895002
167,71,685.016499
9,71,685.138999
-5,71,685.270499
167,71,685.390001
167,71,685.496501
13,71,685.623999
3,71,685.731499
-3,71,685.857001
167,71,685.979999
13,71,686.106499
13,71,686.2255
17,71,686.335
19,71,686.443003
167,71,686.543499
19,71,686.648999
-15,71,686.755
-3,71,686.8595
167,71,686.97
-9,71,687.0745
167,71,687.190999
-11,71,687.301499
-3,71,687.4125
167,71,687.518999
167,71,687.642501
13,71,687.762
11,71,687.8715
7,71,687.974504
96,180,688.291607
167,71,688.417461
5,71,688.534999
167,71,688.639998
-22,74,688.76
167,71,688.863
167,71,689.002501
167,71,689.1215
167,71,689.229499
-5,71,689.3435
9,71,689.472999
9,71,689.591064
167,71,689.704999
9,71,689.825001
3,71,689.9255
167,71,690.04
-1,71,690.1565
19,71,690.270998
167,71,690.382503
9,71,690.486
21,71,690.5885
167,71,690.7075
15,71,690.815
5,73,690.929999
-34,74,691.041004
167,71,691.147498
14,108,691.317499
-31,71,691.450004
11,71,691.6045
21,71,691.711499
-1,71,691.855
17,71,691.999503
16,74,692.126
44,108,692.317498
3,71,692.434501
43,73,692.553998
5,71,692.664058
35,111,692.8505
167,71,692.952999
-1,71,693.071
-23,71,693.1755
167,71,693.317999
-7,71,693.428499
12,144,693.639501
167,71,693.7495
167,71,693.8805
167,71,693.984499
9,71,694.093499
167,71,694.242499
16,144,694.477998
167,71,694.595998
1,71,694.708502
167,71,694.8255
8,112,695.012501
12,112,695.18
-3,71,695.281498
-23,71,695.392501
167,71,695.5
167,71,695.607498
167,71,695.718498
167,71,695.824501
167,71,695.955998
167,71,696.065502
44,144,696.270999
16,110,696.453999
76,180,696.731322
19,71,696.844999
167,71,696.957052
-19,71,697.082499
21,71,697.186999
37,71,697.290998
1,71,697.398499
167,71,697.515999
50,108,697.691656
-1,71,697.800147
-24,72,697.971499
167,71,698.0775
167,71,698.184498
9,71,698.308999
1,71,698.4155
-12,108,698.590998
28,108,698.763002
1,71,698.893499
167,71,698.9995
11,71,699.1075
9,71,699.222998
167,71,699.334999
1,71,699.457002
11,71,699.572498
11,71,699.704999
5,75,699.850501
5,75,699.972499
24,108,700.142
167,71,700.293499
7,75,700.4705
3,71,700.579499
8,72,700.7025
167,71,700.8095
167,71,700.924566
167,71,701.039002
11,71,701.1625
6,144,701.386998
-10,108,701.586998
26,146,701.8035
167,71,701.925166
11,71,702.032999
167,71,702.155498
11,71,702.266
167,71,702.3875
-19,71,702.5025
11,71,702.609139
11,71,702.716004
54,144,702.937499
9,71,703.078001
3,73,703.181502
11,71,703.296
21,71,703.454499
167,71,703.606115
98,108,703.796999
167,71,703.91
-7,71,704.036005
41,71,704.164506
167,71,704.283998
-1,71,704.3965
167,71,704.512999
167,71,704.62
167,71,704.735
15,71,704.855499
167,71,704.966999
167,71,705.103002
11,71,705.242
2,108,705.402498
29,71,705.520999
11,71,705.641002
32,108,705.797536
167,71,705.901998
-21,71,706.001002
26,148,706.215498
-11,71,706.340503
167,71,706.470999
-18,74,706.626
167,71,706.7275
7,73,706.836999
19,71,706.966999
33,71,707.080002
167,71,707.195499
-1,71,707.293
-3,71,707.4125
58,108,707.569004
167,71,707.669001
114,180,708.0
11,71,708.112
167,71,708.224142
7,71,708.337999
1,71,708.45364
7,71,708.568498
11,71,708.676998
167,71,708.8275
11,71,708.950999
18,110,709.134999
167,71,709.242001
34,108,709.423498
-13,73,709.5575
167,71,709.669499
1,71,709.7865
-3,71,709.921
38,108,710.08506
0,108,710.256546
13,71,710.375498
36,110,710.540503
3,71,710.6385
-16,74,710.750002
3,71,710.896001
167,71,711.005003
3,75,711.118998
6,144,711.337499
19,71,711.457999
167,71,711.556506
-5,71,711.665498
-7,71,711.783499
167,71,711.885499
162,72,711.993498
7,71,712.098498
46,108,712.262999
9,71,712.385
6,108,712.565483
167,71,712.675
1,71,712.7925
7,71,712.9075
1,75,713.022998
74,180,713.302501
3,71,713.4375
42,108,713.6095
67,71,713.714499
7,71,713.829059
5,73,713.952
-5,71,714.061501
56,108,714.228999
15,71,714.3455
13,71,714.46401
167,71,714.599002
167,71,714.734499
7,71,714.855
167,71,714.96106
167,71,715.111999
9,71,715.217998
162,72,715.333498
167,71,715.436499
-3,71,715.5375
167,71,715.647499
167,71,715.754
-4,72,715.871498
-1,71,715.975001
167,71,716.088
2,74,716.201
8,108,716.383999
167,71,716.4875
167,71,716.591999
44,108,716.784501
1,71,716.975003
-3,71,717.0865
-9,75,717.202499
54,74,717.316002
56,108,717.491154
19,71,717.597499
33,73,717.708002
-7,71,717.820955
167,71,717.9225
-11,71,718.027501
167,71,718.137498
167,71,718.247499
9,71,718.349
9,71,718.4675
7,71,718.575
15,71,718.689091
92,108,718.8665
167,71,718.976002
9,71,719.142998
38,108,719.355501
-17,71,719.463
167,71,719.5765
167,71,719.713501
-12,74,719.849998
30,108,720.020998
167,71,720.134
167,71,720.237998
102,144,720.501999
167,71,720.614
167,71,720.767504
167,71,720.8925
-23,71,721.012499
5,71,721.148998
35,75,721.287
167,71,721.389
167,71,721.4945
-7,71,721.612438
167,71,721.743999
1,71,721.851063
9,71,721.9655
167,71,722.0815
12,180,722.377499
80,144,722.631499
167,71,722.733
38,108,722.913999
11,73,723.018498
-21,111,723.219501
167,71,723.333
14,108,723.4975
17,71,723.625
13,71,723.732501
56,108,723.958999
167,71,724.071
167,71,724.180499
167,71,724.285001
167,71,724.391499
-12,72,724.495998
166,72,724.6035
11,71,724.726
11,71,724.852999
3,73,724.971499
167,71,725.077501
-11,71,725.1935
7,71,725.315999
55,73,725.418001
54,108,725.585498
16,108,725.742499
5,71,725.860999
167,71,725.976057
11,71,726.082499
167,71,726.188
167,71,726.297999
167,71,726.419999
13,71,726.532999
167,71,726.634503
11,71,726.756499
11,71,726.907
167,71,727.042499
-7,71,727.145
-30,148,727.386498
15,71,727.497553
167,71,727.603001
11,71,727.708506
9,71,727.809999
11,71,727.921498
-4,72,728.035999
-13,71,728.142998
28,110,728.309852
11,71,728.4165
167,71,728.533998
167,71,728.652
7,71,728.7855
-3,75,728.903499
167,71,729.014647
167,71,729.123499
1,71,729.272499
-15,71,729.400498
15,71,729.5195
167,71,729.621499
167,71,729.736501
28,108,729.899999
167,71,730.018
167,71,730.119001
1,71,730.221111
-7,71,730.326503
3,71,730.432498
-9,75,730.569067
167,71,730.68
38,108,730.858999
167,71,730.974002
6,184,731.264499
36,108,731.413998
5,71,731.520998
1,71,731.637001
167,71,731.739998
167,71,731.858
1,71,731.987
11,71,732.091499
104,108,732.256999
11,71,732.362499
-10,108,732.5255
167,71,732.6395
-2,72,732.748498
167,71,732.9135
167,71,733.027998
6,108,733.202998
17,71,733.312499
-13,71,733.417999
3,73,733.521499
-7,71,733.6385
-6,74,733.793499
167,71,733.912194
-2,74,734.012498
-8,72,734.130999
9,71,734.238499
-24,74,734.359498
167,71,734.488506
76,144,734.7105
60,144,734.921999
5,71,735.021868
9,75,735.1445
17,75,735.261499
167,71,735.361003
10,108,735.528498
7,71,735.655999
3,73,735.785
167,71,735.902999
6,108,736.070499
11,71,736.184998
167,71,736.315
27,147,736.5285
167,71,736.636499
162,72,736.7675
167,71,736.887
167,71,736.990502
50,144,737.211498
3,71,737.343999
34,144,737.619498
8,144,737.863
13,71,737.969999
21,71,738.0955
167,71,738.216999
-7,71,738.3375
-16,74,738.4515
1,71,738.558501
20,74,738.664498
167,71,738.773606
-16,144,739.0155
8,72,739.149999
-13,71,739.275502
34,110,739.445501
-7,71,739.555499
15,111,739.720498
167,71,739.838498
7,71,739.971503
-4,72,740.092004
-23,71,740.2155
2,72,740.322505
167,71,740.429001
28,180,740.732999
167,71,740.8385
167,71,740.963999
86,108,741.131499
167,71,741.240181
167,71,741.371
98,108,741.573
9,109,741.7375
167,71,741.843502
17,71,742.012501
-15,73,742.129507
-4,144,742.338002
167,71,742.4555
167,71,742.565498
-25,71,742.679001
28,252,743.111
167,71,743.223
167,71,743.329998
167,71,743.442998
167,71,743.556499
1,71,743.721505
11,71,743.843002
1,71,743.962644
3,75,744.088
167,71,744.20206
9,71,744.315
14,108,744.474499
1,71,744.605499
-5,71,744.715999
61,73,744.861999
62,108,745.044962
15,71,745.1635
9,71,745.274999
-7,71,745.381001
11,71,745.4915
16,110,745.663999
1,71,745.7695
17,71,745.899001
98,108,746.073498
19,71,746.188001
167,71,746.298
62,108,746.456999
3,71,746.584999
167,71,746.732263
167,71,746.847498
167,71,746.965499
10,108,747.129504
-7,71,747.255998
-1,75,747.366498
17,71,747.477592
167,71,747.587499
13,71,747.706498
1,71,747.829
4,144,748.05
1,71,748.163998
11,71,748.2765
11,71,748.392501
7,73,748.529001
167,71,748.649001
74,108,748.837502
167,71,748.953499
1,75,749.066543
9,71,749.170999
167,71,749.279999
167,71,749.381001
167,71,749.5165
167,71,749.626498
167,71,749.753003
11,71,749.878506
5,71,749.996499
17,71,750.103499
167,71,750.251006
92,144,750.504499
66,144,750.743499
6,108,750.907683
167,71,751.016498
167,71,751.14
