#{"t_start": 1654704754.9331267, "env_id": "gym_spaceship/Spaceship-v0"}
r,l,t
166,72,2947.226051
22,108,2947.3915
167,71,2947.496
167,71,2947.597999
-44,74,2947.7105
104,108,2947.8755
167,71,2947.993999
167,71,2948.119431
18,108,2948.292002
8,74,2948.443533
167,71,2948.553999
162,72,2948.672001
104,108,2948.8665
167,71,2948.971105
104,108,2949.135998
16,148,2949.373499
104,108,2949.600999
29,183,2949.944999
104,108,2950.1335
23,111,2950.317001
3,71,2950.428998
167,71,2950.576
167,71,2950.677001
167,71,2950.789
167,71,2950.897582
13,71,2951.007001
167,71,2951.116002
-1,71,2951.228999
3,71,2951.337999
33,111,2951.520499
167,71,2951.625999
167,71,2951.75
-7,71,2951.857
12,146,2952.102005
-6,110,2952.330055
9,71,2952.428999
17,71,2952.541998
167,71,2952.648998
7,71,2952.778002
-3,71,2952.890999
167,71,2953.0115
167,71,2953.122999
9,71,2953.239002
167,71,2953.351169
16,108,2953.531
1,71,2953.6465
11,71,2953.7845
18,108,2953.978499
167,71,2954.166003
9,71,2954.2805
167,71,2954.393999
3,71,2954.512999
21,71,2954.613999
3,71,2954.738052
-13,71,2954.863002
3,71,2954.994499
167,71,2955.096
167,71,2955.197
39,71,2955.3025
167,71,2955.413008
167,71,2955.515508
-3,71,2955.629498
-1,71,2955.741999
11,71,2955.865
167,71,2955.984001
1,71,2956.102501
-3,71,2956.214999
167,71,2956.317499
28,108,2956.483499
-24,74,2956.605998
1,71,2956.714501
167,71,2956.832001
167,71,2956.9595
-5,71,2957.095499
167,71,2957.203501
167,71,2957.312001
167,71,2957.43007
167,71,2957.616499
167,71,2957.729499
-1,71,2957.914502
-7,71,2958.035502
167,71,2958.149499
167,71,2958.265
38,110,2958.454363
0,74,2958.5825
68,108,2958.832499
-1,71,2958.964962
11,71,2959.0815
11,71,2959.217999
-4,108,2959.4035
167,71,2959.514501
34,108,2959.690001
-1,71,2959.803999
-1,71,2959.909
167,71,2960.015998
-15,75,2960.124998
167,71,2960.229498
17,75,2960.3745
98,180,2960.677503
167,71,2960.792499
167,71,2960.8945
167,71,2961.000283
167,71,2961.105
167,71,2961.234499
1,71,2961.343001
-46,74,2961.454499
-1,75,2961.611
167,71,2961.746
167,71,2961.8685
167,71,2961.991
167,71,2962.140498
104,108,2962.330498
22,180,2962.619
4,108,2962.788499
47,73,2962.898501
167,71,2963.007499
-1,71,2963.13
7,71,2963.258502
-25,75,2963.398499
167,71,2963.508
104,108,2963.673001
167,71,2963.774499
167,71,2963.887499
167,71,2964.0035
167,71,2964.120999
167,71,2964.251501
40,180,2964.574509
167,71,2964.6925
12,148,2964.9255
7,75,2965.035998
62,108,2965.207
167,71,2965.348
12,74,2965.4585
-9,71,2965.568499
11,71,2965.759499
167,71,2965.886501
5,71,2965.9975
-17,109,2966.183001
11,71,2966.319728
104,108,2966.489499
26,180,2966.772499
167,71,2966.887504
-1,71,2967.002499
1,71,2967.133499
11,71,2967.244499
3,71,2967.35
5,71,2967.472003
7,71,2967.578999
27,73,2967.6855
28,108,2967.8665
-2,74,2968.002
-28,108,2968.176999
-3,71,2968.306998
167,71,2968.431533
12,144,2968.660002
11,71,2968.784998
9,71,2968.886499
-3,71,2968.993639
1,71,2969.114999
21,71,2969.2485
28,108,2969.422
88,180,2969.691498
13,71,2969.834235
9,71,2969.9545
15,71,2970.067004
13,71,2970.203999
5,71,2970.314499
3,71,2970.435001
167,71,2970.551004
18,108,2970.718998
5,71,2970.824999
28,108,2970.9835
13,71,2971.0945
11,75,2971.231999
64,108,2971.412
32,108,2971.572303
7,75,2971.705
9,71,2971.837999
24,108,2972.007499
28,108,2972.166001
3,111,2972.342089
-2,74,2972.4705
11,71,2972.5765
-4,108,2972.855499
9,71,2972.959
4,108,2973.1235
167,71,2973.228999
72,144,2973.465567
11,71,2973.58746
167,71,2973.689903
167,71,2973.794002
66,108,2973.971498
167,71,2974.082
167,71,2974.189584
8,74,2974.3165
167,71,2974.419003
11,71,2974.530999
-11,73,2974.6565
167,71,2974.773
13,111,2974.951999
167,71,2975.090063
167,71,2975.214501
167,71,2975.335498
167,71,2975.441
167,71,2975.555135
18,108,2975.774498
167,71,2975.897999
167,71,2976.011501
48,180,2976.289001
70,180,2976.565999
-5,71,2976.686498
167,71,2976.802499
-8,112,2976.9885
167,71,2977.101001
3,71,2977.222498
80,180,2977.500999
167,71,2977.621125
66,144,2977.8485
167,71,2977.962702
7,75,2978.076999
74,108,2978.230999
37,217,2978.552498
167,71,2978.696001
167,71,2978.813003
167,71,2978.912498
1,71,2979.010999
167,71,2979.127
167,71,2979.241501
71,73,2979.358499
86,108,2979.512499
167,71,2979.613499
167,71,2979.718
98,144,2979.945499
167,71,2980.051499
167,71,2980.157505
12,112,2980.341501
50,220,2980.753999
28,112,2980.929999
26,144,2981.176999
35,183,2981.460998
50,146,2981.716001
167,71,2981.8405
167,71,2981.944
3,71,2982.052001
-3,71,2982.160001
18,110,2982.319499
34,108,2982.491002
167,71,2982.636999
98,108,2982.843498
167,71,2982.963999
98,108,2983.1535
167,71,2983.260999
-1,71,2983.424505
28,108,2983.596
167,71,2983.741
4,108,2983.9615
3,71,2984.0735
20,108,2984.238999
167,71,2984.351502
167,71,2984.468499
42,144,2984.740158
46,108,2984.929001
167,71,2985.0565
24,108,2985.236
16,108,2985.405499
-1,75,2985.520499
3,71,2985.704002
167,71,2985.8155
167,71,2985.916498
50,108,2986.0745
10,112,2986.233001
13,71,2986.348501
1,71,2986.458001
66,144,2986.670998
167,71,2986.784999
38,146,2986.999498
21,147,2987.231998
167,71,2987.3485
7,75,2987.482499
50,108,2987.648999
-39,75,2987.791
11,75,2987.930999
1,71,2988.040998
167,71,2988.1915
-47,73,2988.301499
30,110,2988.4735
0,110,2988.664003
167,71,2988.779058
167,71,2988.8895
167,71,2988.9955
3,71,2989.105
9,71,2989.225
106,144,2989.441502
167,71,2989.550499
6,216,2989.914001
9,71,2990.040001
167,71,2990.143999
4,144,2990.403499
20,108,2990.561499
167,71,2990.668499
167,71,2990.8005
11,71,2990.9425
-7,71,2991.055
167,71,2991.178998
-6,146,2991.420499
167,71,2991.532499
167,71,2991.637499
167,71,2991.756716
167,71,2991.863499
6,108,2992.058999
-49,73,2992.220051
167,71,2992.333998
5,71,2992.444
11,71,2992.551498
17,75,2992.671
-1,75,2992.782499
167,71,2992.882499
-1,71,2993.025
104,108,2993.219084
167,71,2993.332005
167,71,2993.440501
104,108,2993.672499
167,71,2993.783
167,71,2993.9295
167,71,2994.050003
167,71,2994.174501
167,71,2994.312001
10,108,2994.507002
167,71,2994.628499
6,74,2994.7525
13,71,2994.871
-15,71,2995.007499
7,73,2995.142499
167,71,2995.264
9,71,2995.376999
167,71,2995.492001
167,71,2995.6105
167,71,2995.736499
167,71,2995.865499
167,71,2995.9865
167,71,2996.1015
13,71,2996.2225
11,71,2996.343
167,71,2996.4605
167,71,2996.594499
68,108,2996.809
17,75,2996.948002
36,108,2997.141
167,71,2997.26
167,71,2997.3735
167,71,2997.483057
167,71,2997.612
167,71,2997.7455
11,71,2997.8895
5,71,2998.027501
-19,75,2998.195501
17,73,2998.330501
167,71,2998.435998
-3,71,2998.567001
5,71,2998.7095
104,108,2998.920499
167,71,2999.053498
5,71,2999.182499
5,71,2999.330003
167,71,2999.433999
22,144,2999.691499
-11,73,2999.815569
167,71,2999.949499
167,71,3000.064999
7,75,3000.192
167,71,3000.307499
167,71,3000.441
13,71,3000.570502
167,71,3000.677561
21,111,3000.865001
13,71,3000.994501
26,108,3001.198002
2,108,3001.395
-1,71,3001.516
3,71,3001.649001
11,71,3001.792001
11,71,3001.908
98,144,3002.184003
68,144,3002.451999
167,71,3002.571999
167,71,3002.691
167,71,3002.819001
13,71,3002.938604
167,71,3003.050503
9,71,3003.165
11,71,3003.276
167,71,3003.383999
167,71,3003.509999
90,288,3004.009999
167,71,3004.125499
10,108,3004.299499
167,71,3004.417999
-3,75,3004.5435
167,71,3004.66
39,109,3004.846499
1,71,3004.998998
167,71,3005.106498
3,71,3005.204999
9,71,3005.3065
-9,71,3005.415499
-7,71,3005.535998
11,71,3005.645
167,71,3005.762
98,144,3005.9855
66,108,3006.162
167,71,3006.283999
14,144,3006.5665
14,108,3006.778503
42,108,3006.944498
11,71,3007.062
28,108,3007.2285
-1,71,3007.347498
167,71,3007.4635
167,71,3007.574083
167,71,3007.673
-49,73,3007.789003
104,108,3007.9525
167,71,3008.084999
12,144,3008.315507
167,71,3008.421998
167,71,3008.538499
104,108,3008.687
4,108,3008.887501
9,75,3009.016499
11,71,3009.147501
167,71,3009.2985
28,108,3009.474499
16,108,3009.634499
7,71,3009.747659
167,71,3009.8565
26,110,3010.025
11,71,3010.131999
-5,71,3010.233001
-38,110,3010.445503
0,112,3010.696499
-3,71,3010.809999
11,71,3010.908499
-52,74,3011.032498
167,71,3011.131999
56,108,3011.347501
167,71,3011.449001
167,71,3011.552998
167,71,3011.656684
11,71,3011.7655
20,108,3011.977501
167,71,3012.074502
25,145,3012.288499
34,180,3012.577001
167,71,3012.694
167,71,3012.828001
11,71,3012.949999
167,71,3013.053
18,110,3013.222501
5,71,3013.326566
34,108,3013.4875
-5,71,3013.594
3,71,3013.6945
6,108,3013.862499
167,71,3013.99751
167,71,3014.106498
167,71,3014.213
24,108,3014.410999
10,108,3014.5945
167,71,3014.7115
167,71,3014.822999
167,71,3014.951
6,108,3015.126498
8,74,3015.235999
167,71,3015.377499
10,74,3015.487498
167,71,3015.599499
167,71,3015.705999
62,180,3015.988071
25,183,3016.289001
167,71,3016.432761
11,71,3016.5375
28,180,3016.825295
-1,71,3016.932
98,108,3017.101001
167,71,3017.234002
167,71,3017.344
104,108,3017.522
1,71,3017.6295
25,111,3017.8005
167,71,3017.906
167,71,3018.030498
16,74,3018.146002
167,71,3018.250499
-5,71,3018.356499
69,73,3018.464999
23,183,3018.771499
3,71,3018.891999
167,71,3019.0005
8,144,3019.233002
167,71,3019.344999
13,71,3019.460203
167,71,3019.5675
11,71,3019.683502
167,71,3019.793998
-3,71,3019.899107
7,75,3020.0075
16,74,3020.1235
16,74,3020.2355
167,71,3020.361503
-49,73,3020.495501
68,108,3020.669501
167,71,3020.779499
167,71,3020.885705
3,147,3021.1255
167,71,3021.234499
10,108,3021.406999
15,71,3021.516082
167,71,3021.624501
167,71,3021.730501
167,71,3021.83
-28,108,3021.9955
26,108,3022.1595
34,112,3022.316499
11,71,3022.424999
-4,180,3022.7595
167,71,3022.895999
31,71,3023.0165
167,71,3023.117004
167,71,3023.221002
167,71,3023.332503
108,144,3023.559999
167,71,3023.670499
-5,71,3023.785001
-3,71,3023.885501
-17,73,3024.000005
50,108,3024.167001
7,71,3024.271499
167,71,3024.391502
167,71,3024.506
167,71,3024.6165
22,144,3024.861999
167,71,3024.979087
98,108,3025.156
23,71,3025.256001
-1,75,3025.382498
11,73,3025.489999
167,71,3025.6015
167,71,3025.728
11,71,3025.834998
9,71,3025.967999
167,71,3026.0875
-1,71,3026.206001
-4,74,3026.3415
7,71,3026.481003
78,144,3026.742499
167,71,3026.898
106,180,3027.218998
3,71,3027.335
-1,75,3027.465501
1,71,3027.574999
167,71,3027.6935
167,71,3027.801728
0,108,3027.9865
167,71,3028.116499
167,71,3028.241999
167,71,3028.354499
40,108,3028.5165
10,108,3028.689499
167,71,3028.803502
13,71,3028.940499
-5,71,3029.066501
-19,111,3029.245999
-1,71,3029.3845
167,71,3029.485499
167,71,3029.586498
7,71,3029.698
167,71,3029.8115
16,108,3029.978499
3,71,3030.086501
32,108,3030.253499
11,73,3030.366832
167,71,3030.482
11,71,3030.605002
80,108,3030.809499
167,71,3030.952
24,108,3031.118999
167,71,3031.229001
167,71,3031.341999
167,71,3031.4475
-11,75,3031.578
3,75,3031.704002
-44,74,3031.821
11,71,3031.937001
84,180,3032.206101
167,71,3032.308561
4,108,3032.481036
167,71,3032.583999
71,71,3032.697
23,181,3033.007002
98,108,3033.215014
98,108,3033.39
167,71,3033.492001
11,71,3033.5965
167,71,3033.707679
20,148,3033.952002
13,71,3034.060999
92,216,3034.423999
68,108,3034.614002
167,71,3034.7195
71,71,3034.831
68,144,3035.073499
10,216,3035.423
3,75,3035.5325
60,144,3035.760503
34,112,3035.9275
104,108,3036.089998
68,108,3036.260499
104,108,3036.432
13,71,3036.548
-11,73,3036.6575
31,111,3036.839
1,73,3036.955998
98,144,3037.179999
167,71,3037.305498
167,71,3037.421
3,71,3037.517998
-9,71,3037.646
-15,73,3037.753
38,108,3038.025
167,71,3038.154507
167,71,3038.277999
167,71,3038.387501
36,110,3038.563999
167,71,3038.666
167,71,3038.766999
-1,75,3038.880999
-2,74,3039.018056
167,71,3039.145999
167,71,3039.249998
167,71,3039.394
167,71,3039.500501
-5,71,3039.602499
167,71,3039.720001
18,108,3039.884
167,71,3039.99006
3,75,3040.139499
8,144,3040.410499
42,108,3040.600501
-49,73,3040.708
167,71,3040.827504
167,71,3040.934499
167,71,3041.051
167,71,3041.201998
16,74,3041.331002
24,110,3041.527499
39,147,3041.7825
40,108,3041.970141
112,144,3042.1885
11,71,3042.305001
24,108,3042.539052
167,71,3042.640498
46,256,3043.056498
46,108,3043.239499
167,71,3043.3565
167,71,3043.467499
70,144,3043.705499
13,71,3043.823453
167,71,3043.9315
167,71,3044.042106
104,108,3044.217999
3,75,3044.372506
-13,75,3044.490999
11,73,3044.597008
16,74,3044.696498
69,73,3044.8
-11,71,3044.903498
167,71,3045.025
167,71,3045.143499
167,71,3045.253001
38,112,3045.427999
14,108,3045.5995
34,180,3045.877501
11,71,3045.9955
48,108,3046.179501
5,71,3046.29
-1,71,3046.396
167,71,3046.503499
167,71,3046.606512
167,71,3046.733999
40,108,3046.911
167,71,3047.0195
-1,73,3047.135998
32,108,3047.333
50,110,3047.499002
167,71,3047.6095
5,71,3047.7285
167,71,3047.8805
7,71,3048.013999
17,75,3048.163999
11,71,3048.2925
-3,75,3048.422502
167,71,3048.538001
16,74,3048.657
2,108,3048.8255
167,71,3048.933057
167,71,3049.060998
40,144,3049.297
167,71,3049.411502
11,71,3049.516498
167,71,3049.627999
36,108,3049.822501
167,71,3049.928499
11,71,3050.028999
56,180,3050.324
167,71,3050.446503
-10,74,3050.566998
167,71,3050.682499
167,71,3050.784999
16,108,3050.978498
-13,73,3051.103501
54,180,3051.377008
167,71,3051.484501
7,71,3051.5905
167,71,3051.708499
167,71,3051.824002
167,71,3051.948061
3,71,3052.048498
5,71,3052.198158
167,71,3052.311999
16,74,3052.431001
9,71,3052.545999
167,71,3052.653999
167,71,3052.778
68,108,3052.9405
167,71,3053.044499
-3,71,3053.158
167,71,3053.269498
167,71,3053.415501
22,144,3053.678498
16,108,3053.844999
-4,108,3053.9995
-16,112,3054.200001
167,71,3054.317001
167,71,3054.4335
35,147,3054.668503
167,71,3054.7845
3,73,3054.900498
167,71,3055.087001
-13,145,3055.3125
104,108,3055.5065
167,71,3055.628999
167,71,3055.749499
38,108,3055.971999
11,71,3056.112499
167,71,3056.227999
167,71,3056.331501
104,108,3056.488
167,71,3056.607
167,71,3056.705503
3,75,3056.814999
5,71,3056.942999
15,71,3057.058
167,71,3057.166076
13,71,3057.279498
167,71,3057.401499
167,71,3057.507502
1,71,3057.620998
11,71,3057.732999
-5,71,3057.8445
167,71,3057.9465
167,71,3058.0745
167,71,3058.1995
167,71,3058.314472
167,71,3058.418502
104,108,3058.596498
-4,108,3058.767999
0,74,3058.907999
-1,75,3059.023
167,71,3059.142119
5,71,3059.264999
55,75,3059.385499
167,71,3059.494498
20,108,3059.669502
167,71,3059.784999
1,71,3059.8915
167,71,3059.99
22,110,3060.178016
3,71,3060.313999
167,71,3060.425998
167,71,3060.551109
71,71,3060.6705
11,73,3060.782001
11,71,3060.895998
167,71,3061.0025
17,71,3061.134999
5,71,3061.244499
11,71,3061.37106
167,71,3061.478999
167,71,3061.593999
-4,74,3061.699106
167,71,3061.7985
167,71,3061.910499
167,71,3062.011998
24,144,3062.244498
-3,71,3062.357499
-39,75,3062.594002
13,71,3062.700499
167,71,3062.833498
-3,71,3062.951998
1,73,3063.083998
98,108,3063.268608
32,144,3063.4915
98,144,3063.734499
62,108,3063.9
167,71,3064.002
167,71,3064.116
167,71,3064.233
64,252,3064.620498
6,74,3064.742094
-12,74,3064.8755
52,108,3065.0425
28,108,3065.220499
68,108,3065.403498
46,180,3065.677006
167,71,3065.779503
7,111,3065.96
68,108,3066.159501
44,108,3066.370999
22,108,3066.548001
11,73,3066.655499
167,71,3066.761002
16,108,3066.9175
167,71,3067.018499
3,75,3067.1305
167,71,3067.245001
30,108,3067.410998
167,71,3067.535998
3,75,3067.649999
7,73,3067.780001
14,112,3067.950502
167,71,3068.0575
167,71,3068.159998
11,73,3068.280806
167,71,3068.380501
26,144,3068.5885
-3,73,3068.724999
167,71,3068.830498
98,180,3069.1225
11,71,3069.236499
-9,111,3069.403004
167,71,3069.512998
11,71,3069.614001
92,108,3069.797501
167,71,3069.916499
167,71,3070.057499
9,71,3070.181499
70,180,3070.453498
7,71,3070.563499
167,71,3070.673
9,75,3070.785999
42,108,3070.968499
167,71,3071.078999
116,180,3071.337999
167,71,3071.454998
167,71,3071.562
68,108,3071.7445
167,71,3071.857503
86,108,3072.039498
167,71,3072.152998
167,71,3072.270499
11,109,3072.436001
167,71,3072.553499
68,108,3072.716998
9,71,3072.823001
98,108,3072.995498
56,252,3073.387498
58,144,3073.643
11,71,3073.748001
78,144,3073.967589
167,71,3074.070132
7,73,3074.184999
100,252,3074.609998
68,108,3074.776498
44,146,3075.006999
1,73,3075.1195
56,144,3075.3525
167,71,3075.455501
167,71,3075.557999
167,71,3075.668499
167,71,3075.7775
10,74,3075.914504
167,71,3076.019809
80,216,3076.372503
167,71,3076.488502
167,71,3076.599499
13,71,3076.7225
167,71,3076.831499
-6,108,3076.993999
167,71,3077.102998
167,71,3077.218096
61,217,3077.553998
-15,73,3077.668091
18,112,3077.8495
7,111,3078.010501
-3,71,3078.109998
68,108,3078.267999
48,216,3078.606
-25,75,3078.748999
-21,75,3078.878504
167,71,3078.998501
167,71,3079.1025
167,71,3079.208
167,71,3079.313061
-49,73,3079.4375
13,71,3079.5535
167,71,3079.6625
104,108,3079.821001
40,108,3079.9855
88,180,3080.275507
40,110,3080.451999
13,71,3080.5575
44,180,3080.894505
92,144,3081.164
167,71,3081.274498
167,71,3081.387998
13,71,3081.500499
54,328,3082.048999
31,73,3082.166501
82,216,3082.522504
167,71,3082.635499
17,75,3082.764499
104,108,3082.973501
1,71,3083.100999
167,71,3083.209505
3,71,3083.307498
5,71,3083.411499
44,108,3083.579499
12,74,3083.692999
74,108,3083.852499
11,71,3083.97
77,181,3084.260103
7,219,3084.621502
5,71,3084.747502
10,108,3084.9345
167,71,3085.0365
67,73,3085.152
11,71,3085.2645
167,71,3085.372498
7,71,3085.485001
-1,71,3085.6005
41,147,3085.871
-5,71,3085.978501
167,71,3086.087499
11,71,3086.193498
167,71,3086.3005
34,144,3086.5535
-21,75,3086.666
6,180,3086.946
-3,71,3087.0545
167,71,3087.1705
167,71,3087.272499
-13,71,3087.381
167,71,3087.484
-9,71,3087.596501
-3,71,3087.7095
-3,71,3087.8475
167,71,3087.957499
167,71,3088.0595
167,71,3088.172499
167,71,3088.279953
-3,71,3088.399999
167,71,3088.505506
167,71,3088.617998
11,71,3088.724501
167,71,3088.842999
167,71,3088.9535
-1,71,3089.060999
98,180,3089.344498
-3,71,3089.455499
9,71,3089.5885
167,71,3089.717002
167,71,3089.822499
5,71,3089.935501
167,71,3090.052001
5,71,3090.168999
5,71,3090.291
167,71,3090.400498
5,71,3090.506043
104,108,3090.696002
-7,71,3090.806499
167,71,3090.907498
167,71,3091.026
167,71,3091.130999
104,108,3091.298999
1,71,3091.4165
167,71,3091.521999
36,108,3091.681601
36,108,3091.8805
11,71,3092.012002
167,71,3092.193501
2,108,3092.394499
-10,72,3092.493499
167,71,3092.6345
167,71,3092.764503
10,144,3092.996499
40,108,3093.167999
9,71,3093.290001
167,71,3093.451
167,71,3093.555499
167,71,3093.669999
167,71,3093.777998
167,71,3093.890501
104,108,3094.065499
7,71,3094.171999
-1,71,3094.2845
5,71,3094.399499
-1,71,3094.4995
167,71,3094.6125
167,71,3094.711499
167,71,3094.816
167,71,3094.939
13,71,3095.063999
32,108,3095.22
104,108,3095.390499
1,75,3095.529998
28,108,3095.692999
167,71,3095.798001
167,71,3095.912
11,71,3096.053999
42,108,3096.242999
167,71,3096.456
-5,71,3096.572501
26,110,3096.786001
167,71,3096.908999
-1,71,3097.018499
9,71,3097.134999
-8,108,3097.315
4,112,3097.497
-1,71,3097.616999
-47,73,3097.727499
104,108,3097.916
167,71,3098.032002
7,73,3098.159939
3,71,3098.273998
-8,74,3098.385499
6,146,3098.613001
36,108,3098.796502
2,74,3098.903998
48,180,3099.175501
5,71,3099.277499
-15,73,3099.386501
11,71,3099.496999
40,108,3099.670004
10,74,3099.795999
167,71,3099.909999
26,108,3100.0845
34,108,3100.264005
167,71,3100.380499
7,73,3100.501498
-21,75,3100.610501
71,75,3100.714998
98,180,3100.986501
167,71,3101.093498
-5,71,3101.2225
167,71,3101.336498
167,71,3101.456498
5,71,3101.561001
167,71,3101.662001
5,71,3101.781998
4,108,3101.956998
-5,71,3102.062499
50,108,3102.2235
167,71,3102.322001
11,75,3102.448
-3,71,3102.549499
12,74,3102.673504
9,75,3102.815998
167,71,3102.920103
15,71,3103.035001
4,112,3103.212
167,71,3103.361502
10,74,3103.486
167,71,3103.608998
167,71,3103.760999
104,108,3103.923
167,71,3104.030106
167,71,3104.1615
104,108,3104.3555
7,71,3104.466
13,71,3104.581999
104,108,3104.751003
40,110,3104.949999
-46,108,3105.1505
11,71,3105.309001
167,71,3105.433499
2,108,3105.593013
11,71,3105.741501
28,112,3105.9135
167,71,3106.024999
-3,71,3106.133501
5,71,3106.241999
167,71,3106.349499
167,71,3106.454
-11,71,3106.5695
167,71,3106.669499
98,144,3106.898498
56,108,3107.09868
167,71,3107.208
11,71,3107.309001
74,180,3107.589499
-18,110,3107.772501
11,71,3107.8745
8,74,3107.979999
167,71,3108.092
167,71,3108.2025
167,71,3108.320001
167,71,3108.538998
167,71,3108.647501
167,71,3108.771004
-1,71,3108.896999
-2,110,3109.088102
9,71,3109.212753
-11,71,3109.323999
167,71,3109.440001
167,71,3109.5495
69,73,3109.665498
167,71,3109.7765
54,180,3110.056501
167,71,3110.170001
56,108,3110.338498
167,71,3110.502999
5,71,3110.605499
30,108,3110.774508
167,71,3110.899
16,110,3111.082547
167,71,3111.185498
26,180,3111.5125
94,144,3111.735
2,112,3111.907498
167,71,3112.015501
-2,112,3112.190109
167,71,3112.296501
20,108,3112.457999
29,147,3112.669001
64,180,3112.971501
94,108,3113.157998
167,71,3113.26261
50,144,3113.5085
2,146,3113.741
13,71,3113.847499
44,108,3114.0205
167,71,3114.180002
167,71,3114.293998
167,71,3114.3935
11,71,3114.513
50,108,3114.679999
71,73,3114.803
167,71,3114.913502
52,256,3115.311499
11,71,3115.413499
167,71,3115.527998
10,74,3115.644999
167,71,3115.760501
167,71,3115.875001
38,110,3116.0865
167,71,3116.194999
167,71,3116.308
18,112,3116.4875
-1,75,3116.611498
68,108,3116.770498
167,71,3116.899499
167,71,3117.017503
68,108,3117.177511
9,71,3117.280999
167,71,3117.393039
167,71,3117.5325
13,71,3117.662499
22,110,3117.84
44,108,3118.028
167,71,3118.131999
13,71,3118.232999
104,108,3118.386501
72,144,3118.61
167,71,3118.733999
-8,108,3118.912999
72,252,3119.418002
167,71,3119.536504
167,71,3119.641499
167,71,3119.774999
42,108,3119.964
23,73,3120.0735
167,71,3120.192499
23,71,3120.296
8,74,3120.4105
167,71,3120.531956
104,108,3120.748499
-4,74,3120.872999
62,180,3121.1645
167,71,3121.266
5,71,3121.385501
108,144,3121.665498
167,71,3121.77401
167,71,3121.926001
8,74,3122.035999
8,74,3122.176003
-13,71,3122.329001
-3,71,3122.4495
167,71,3122.5605
94,216,3122.890119
167,71,3122.999841
76,144,3123.236499
167,71,3123.338499
167,71,3123.443001
16,144,3123.704006
30,110,3123.8835
167,71,3123.999999
-35,75,3124.116592
38,108,3124.290054
167,71,3124.3955
22,110,3124.560499
167,71,3124.6665
167,71,3124.772499
70,180,3125.071
104,108,3125.232564
167,71,3125.342501
167,71,3125.453999
20,108,3125.625999
-1,71,3125.758498
12,110,3125.930999
167,71,3126.052732
167,71,3126.189502
98,108,3126.363499
13,71,3126.4815
74,108,3126.660998
-1,71,3126.777998
11,73,3126.881557
78,144,3127.1355
104,108,3127.3345
13,71,3127.438
167,71,3127.563
71,71,3127.7025
40,144,3127.973
13,71,3128.079211
44,108,3128.245544
-6,72,3128.349998
-1,71,3128.472002
-4,108,3128.6805
167,71,3128.781
6,108,3128.96851
167,71,3129.078002
66,144,3129.315052
167,71,3129.435999
42,108,3129.628499
-12,74,3129.738498
167,71,3129.847998
13,71,3129.969
167,71,3130.069499
167,71,3130.171
104,108,3130.3325
42,108,3130.5155
11,71,3130.644498
167,71,3130.753999
167,71,3130.883999
-19,109,3131.0755
16,180,3131.370003
8,74,3131.499498
9,71,3131.604
62,108,3131.7755
34,108,3131.955998
50,108,3132.1505
13,71,3132.271499
80,108,3132.4355
3,75,3132.569499
11,71,3132.680999
167,71,3132.797572
0,108,3132.965465
15,71,3133.093499
167,71,3133.196999
167,71,3133.321498
54,108,3133.501499
-8,108,3133.674
167,71,3133.78
11,73,3133.903498
4,108,3134.101499
167,71,3134.204498
62,108,3134.371999
167,71,3134.478498
76,180,3134.756544
36,144,3134.9975
167,71,3135.110999
22,74,3135.220499
167,71,3135.348
167,71,3135.460073
11,73,3135.568998
8,74,3135.685498
4,108,3135.8815
6,108,3136.066
6,108,3136.2425
104,108,3136.405998
104,108,3136.574502
167,71,3136.685036
38,108,3136.864999
167,71,3136.974999
167,71,3137.1015
167,71,3137.247503
12,110,3137.417999
1,71,3137.525002
167,71,3137.634501
167,71,3137.737499
9,71,3137.847501
167,71,3137.966499
167,71,3138.077998
-3,73,3138.1855
-5,71,3138.312004
11,71,3138.426498
62,108,3138.5975
167,71,3138.710506
167,71,3138.8235
13,71,3138.930999
114,180,3139.2275
16,74,3139.348002
28,144,3139.5865
5,75,3139.718998
11,73,3139.844566
167,71,3139.968
104,180,3140.244999
42,108,3140.423503
167,71,3140.529001
11,73,3140.633
167,71,3140.7405
167,71,3140.868002
13,71,3140.984564
167,71,3141.095239
104,108,3141.254559
167,71,3141.393499
-13,71,3141.535054
167,71,3141.640999
-22,110,3141.797
-1,71,3141.917999
7,71,3142.026499
17,75,3142.165
5,71,3142.284499
167,71,3142.396499
11,71,3142.499501
167,71,3142.611607
17,75,3142.739499
167,71,3142.844506
167,71,3142.955999
167,71,3143.073006
0,110,3143.2485
18,108,3143.442999
167,71,3143.5525
104,108,3143.750109
9,71,3143.852498
167,71,3143.963998
62,108,3144.153499
11,71,3144.291
9,75,3144.416552
167,71,3144.522499
9,71,3144.633499
40,110,3144.81656
167,71,3144.922998
98,144,3145.171
74,144,3145.392001
104,108,3145.576004
167,71,3145.686999
32,252,3146.130502
26,108,3146.3585
30,180,3146.641499
4,108,3146.814498
44,108,3147.001999
116,252,3147.396498
167,71,3147.555999
167,71,3147.681999
-3,71,3147.794907
167,71,3147.909005
167,71,3148.072002
104,108,3148.229501
167,71,3148.347498
167,71,3148.451146
-9,71,3148.5535
0,108,3148.7125
1,71,3148.822
167,71,3148.949499
167,71,3149.0955
18,108,3149.280501
167,71,3149.4185
20,146,3149.671499
167,71,3149.775998
-8,148,3150.022999
-19,75,3150.1435
7,75,3150.259
11,71,3150.368
167,71,3150.473999
13,71,3150.580594
20,144,3150.828001
-14,74,3150.951499
