#{"t_start": 1653991676.9744394, "env_id": "gym_spaceship/Spaceship-v0"}
r,l,t
-13,71,95.746125
-17,75,95.840502
1,71,95.936896
9,71,96.032287
11,71,96.124655
-20,72,96.220047
23,71,96.309412
-5,109,96.454653
-21,71,96.54159
-15,75,96.642563
-14,108,96.784267
25,71,96.888243
-20,72,96.997265
-10,72,97.093192
3,71,97.190147
10,72,97.289052
10,72,97.387345
30,72,97.492854
4,72,97.594604
-22,72,97.694328
-1,71,97.784409
2,108,97.938751
-5,71,98.102262
-21,71,98.198896
-25,73,98.296574
-13,71,98.391425
-11,71,98.488086
18,72,98.584692
-15,71,98.675058
35,71,98.774464
25,75,98.877592
3,71,98.979036
31,71,99.081606
-25,71,99.17649
18,144,99.367416
27,71,99.46703
21,109,99.609757
63,71,99.708682
57,71,99.807107
-4,108,99.951188
-17,71,100.043564
-29,71,100.138453
51,71,100.236925
-9,71,100.33181
6,108,100.477986
5,71,100.574405
-4,72,100.671866
-19,71,100.76892
-6,108,100.915008
34,72,101.011537
0,108,101.157125
-23,71,101.252512
12,72,101.349914
-3,71,101.449816
-17,145,101.641076
24,72,101.736968
-1,71,101.830987
-12,72,101.928448
13,71,102.020319
33,71,102.118827
6,108,102.265935
14,72,102.363877
-9,71,102.461069
-13,71,102.559459
-26,72,102.655871
-1,71,102.748309
11,71,102.845316
-13,73,102.94181
-21,181,103.181391
30,72,103.276795
-9,71,103.370672
20,108,103.514244
12,108,103.656323
13,71,103.751717
-14,108,103.899529
-3,71,104.000818
-13,71,104.098734
-23,109,104.242347
1,71,104.340688
-25,71,104.431276
9,71,104.528726
12,72,104.632127
-47,71,104.729092
-7,71,104.839619
14,72,104.934525
42,72,105.03445
-18,108,105.175159
27,71,105.26807
24,108,105.413677
-9,71,105.513531
17,71,105.612001
-15,71,105.706421
-1,71,105.80083
30,72,105.898219
41,71,105.9946
-8,146,106.191644
-7,71,106.283546
-16,72,106.379972
-15,71,106.475862
4,72,106.570314
43,71,106.66622
17,71,106.761624
-43,71,106.856534
-39,71,106.947925
1,145,107.142212
6,72,107.239117
-11,71,107.337024
-13,71,107.434916
15,71,107.535286
-6,108,107.677394
-41,71,107.769766
-29,71,107.865147
1,71,107.963056
-9,71,108.056954
-5,71,108.146835
-33,71,108.244227
14,108,108.388806
33,71,108.487325
10,72,108.583218
23,71,108.677608
-37,71,108.768692
8,108,108.917837
-8,108,109.059913
53,71,109.152277
-3,71,109.245652
4,72,109.341656
7,73,109.439374
39,71,109.539712
-7,71,109.635899
40,108,109.781073
-15,71,109.867465
-7,71,109.960331
-11,71,110.053213
27,111,110.196301
41,71,110.284255
33,71,110.378185
-7,71,110.472646
-12,72,110.569559
-44,108,110.709634
-9,73,110.800233
-29,71,110.902207
-15,71,111.023643
-15,71,111.115883
31,71,111.208509
23,71,111.306062
-7,71,111.413123
-27,71,111.514164
0,108,111.67433
-21,71,111.790637
35,71,111.894717
4,144,112.094918
-11,71,112.187523
-12,144,112.374603
23,71,112.467974
18,74,112.578266
-19,71,112.667639
-2,180,112.911161
-23,73,113.01317
-9,71,113.107392
10,108,113.247148
48,72,113.340804
-13,71,113.44078
-5,71,113.548814
-7,145,113.766481
-11,73,113.865164
-9,71,113.961183
-25,73,114.080154
-11,71,114.206908
25,71,114.332566
22,108,114.475354
25,71,114.582936
-9,71,114.67507
31,71,114.765606
-46,72,114.861909
-2,108,115.00318
12,72,115.097429
32,72,115.194125
26,72,115.291294
-41,71,115.387516
4,72,115.48172
50,108,115.630086
47,71,115.728
26,72,115.825456
34,72,115.92335
25,109,116.065951
-13,71,116.15684
44,72,116.255738
15,109,116.398955
7,71,116.492487
5,71,116.588141
-9,71,116.680674
-11,71,116.776836
3,71,116.872055
-12,72,116.965223
-5,109,117.10824
-18,72,117.206953
35,71,117.302222
-15,71,117.396945
27,71,117.486071
-19,71,117.5882
-22,72,117.683876
39,71,117.777961
46,108,117.919802
15,71,118.011403
59,71,118.105656
-3,71,118.199375
36,108,118.336638
-3,71,118.430806
56,72,118.529096
13,109,118.674932
-17,71,118.763791
-9,71,118.854686
34,72,118.949318
55,71,119.041761
18,72,119.133633
-11,71,119.229542
1,71,119.324945
51,71,119.418353
63,71,119.508604
7,71,119.601525
1,71,119.693933
-23,71,119.787904
-31,71,119.875806
-23,71,119.970734
-33,71,120.064167
-33,71,120.15959
-5,73,120.25649
-29,71,120.350882
37,111,120.491486
-39,71,120.593316
-14,108,120.734266
8,108,120.881374
9,73,120.975455
-6,72,121.07123
-3,71,121.163885
-21,71,121.258598
-5,71,121.352796
13,71,121.444318
35,71,121.538427
19,71,121.633061
10,144,121.820824
-7,71,121.914231
39,71,122.00663
-19,71,122.102029
-45,71,122.196422
-33,71,122.291878
-35,71,122.382304
-17,71,122.478185
-17,71,122.572631
37,71,122.667389
34,72,122.760175
-13,75,122.855312
-41,71,122.947438
-2,72,123.046369
-27,71,123.140078
20,72,123.235728
-31,71,123.330032
14,72,123.424726
39,71,123.515916
-9,71,123.611304
30,72,123.709705
-19,71,123.806122
19,109,123.951697
15,71,124.045091
29,71,124.13949
-8,74,124.237959
-24,180,124.465669
-31,71,124.55754
-6,72,124.653661
-15,71,124.749317
1,71,124.836848
21,71,124.981456
-13,71,125.133977
45,71,125.232292
-23,71,125.324473
16,72,125.417624
8,180,125.655441
-19,71,125.752835
-11,71,125.845699
-11,71,125.957858
35,71,126.048231
3,71,126.141116
-3,71,126.232487
-10,72,126.326862
39,71,126.419737
5,71,126.5126
73,71,126.611375
20,72,126.708507
15,71,126.801605
36,72,126.900877
28,72,126.995538
-4,74,127.089999
-21,71,127.183103
17,109,127.324837
0,108,127.469499
7,71,127.566109
7,75,127.667511
23,71,127.764419
23,71,127.852877
31,71,127.947276
-23,71,128.045518
-15,71,128.150886
-26,108,128.303575
8,72,128.399466
50,108,128.543121
22,72,128.637391
21,71,128.730142
-11,71,128.840277
21,71,128.952706
16,72,129.064246
13,73,129.178574
-11,71,129.293036
16,72,129.409538
-7,71,129.517892
-13,71,129.613521
-19,71,129.712425
-9,71,129.819406
-12,108,129.996407
-21,71,130.109118
21,71,130.232862
-9,73,130.355554
-25,71,130.47823
35,109,130.649382
-39,71,130.74944
-8,108,130.907146
-19,71,131.017514
29,71,131.12049
-11,71,131.231013
-34,74,131.345513
-17,71,131.454432
-41,71,131.563239
28,72,131.666699
-15,71,131.764122
30,108,131.91933
-44,144,132.119735
-28,72,132.219662
-15,71,132.317102
12,108,132.465232
-11,71,132.564139
-20,144,132.777312
-11,73,132.87511
-23,71,132.973927
-17,71,133.072133
-13,71,133.169506
-17,71,133.264767
-21,71,133.36
22,72,133.459378
23,71,133.55563
18,108,133.696417
-13,71,133.790332
25,71,133.887357
10,72,133.986292
-11,71,134.085747
37,71,134.181136
26,72,134.277024
-3,71,134.365874
-22,108,134.505422
17,109,134.654801
37,71,134.744917
8,112,134.897306
-4,108,135.039974
47,145,135.233821
-21,71,135.322349
-17,75,135.425593
24,108,135.56628
-18,108,135.710952
-21,73,135.809347
67,109,135.964507
-7,73,136.06194
8,144,136.255268
-25,71,136.349212
-8,72,136.441612
4,72,136.535549
-31,71,136.625455
-29,71,136.71998
45,71,136.816569
-38,72,136.917377
-25,71,137.013996
27,71,137.105078
7,73,137.204206
-18,72,137.300345
-11,71,137.389842
-19,75,137.490508
-8,74,137.596846
35,71,137.696854
13,71,137.798854
16,72,137.902822
-7,73,138.000726
42,72,138.09712
-10,72,138.198541
60,72,138.295929
37,71,138.394344
4,108,138.532904
-19,71,138.630467
-6,74,138.725034
4,108,138.868176
-17,71,138.985594
-19,71,139.081907
47,71,139.178019
33,71,139.269569
-4,108,139.412826
39,71,139.505473
1,71,139.600897
3,111,139.752626
49,71,139.844006
-9,71,139.947985
29,71,140.050467
55,71,140.147848
-19,71,140.243342
59,71,140.340728
-19,73,140.436197
40,72,140.535596
31,71,140.638406
10,108,140.810706
-11,71,140.917319
-6,74,141.022098
-17,71,141.11978
33,71,141.217444
27,71,141.312671
23,71,141.402714
-29,71,141.495766
-4,72,141.593704
-6,108,141.767535
-7,73,141.865937
9,73,141.967381
23,71,142.060254
-30,72,142.157134
-17,71,142.256593
-9,71,142.359103
-15,71,142.46714
-2,74,142.570098
30,72,142.670555
-13,71,142.769997
20,108,142.918457
25,71,143.020754
-7,109,143.164775
-13,71,143.263284
-6,74,143.363421
-26,108,143.504063
9,75,143.60448
37,71,143.701869
-34,108,143.849453
41,71,143.940801
33,71,144.039212
-33,71,144.13497
45,71,144.267596
3,71,144.370582
24,72,144.466487
38,72,144.56444
-9,71,144.662101
30,72,144.760253
-9,71,144.858854
1,71,144.955228
38,108,145.103112
-33,71,145.198304
-14,72,145.294458
32,144,145.488775
29,71,145.583838
-27,73,145.683776
6,108,145.829628
38,72,145.92609
2,108,146.073199
33,71,146.170579
22,72,146.267001
-21,71,146.360427
-31,71,146.45433
-31,71,146.543211
-19,73,146.641859
-9,71,146.734968
-15,73,146.845649
-25,75,146.94274
-11,109,147.09618
-14,108,147.241365
4,108,147.383491
31,71,147.474608
23,71,147.569648
-19,71,147.667425
30,72,147.762318
37,71,147.858715
36,72,147.954132
-18,72,148.053149
-15,71,148.142504
27,71,148.236952
41,71,148.331828
51,71,148.427218
39,71,148.517574
3,71,148.608744
49,71,148.707879
-15,71,148.80403
2,72,148.900154
-6,108,149.044602
32,72,149.139827
-14,108,149.282907
14,108,149.426106
33,71,149.517697
50,72,149.614352
4,74,149.713749
-24,72,149.811352
50,72,149.908881
48,72,150.005264
-19,71,150.101669
9,71,150.196076
0,108,150.341264
-30,72,150.437683
-8,74,150.538634
29,71,150.636595
36,72,150.736806
-3,71,150.83101
46,72,150.928101
-17,71,151.026855
-21,71,151.125768
27,71,151.221781
11,145,151.414434
32,72,151.508039
12,144,151.700792
-9,75,151.802705
-5,75,151.904099
41,71,152.001551
-13,71,152.098516
-19,71,152.192457
55,71,152.284342
35,71,152.379747
36,72,152.476729
36,108,152.63229
-21,73,152.72939
32,72,152.826017
-25,71,152.922104
-12,108,153.069876
-2,108,153.217212
6,72,153.309934
-14,144,153.50333
31,71,153.611146
29,181,153.855071
22,108,153.997143
42,72,154.097566
35,71,154.197467
42,72,154.294355
35,71,154.387042
29,71,154.479406
-13,71,154.576457
-6,108,154.72121
-10,74,154.821347
-16,72,154.917476
-25,71,155.008109
11,71,155.105417
-52,74,155.209256
-11,71,155.301178
-7,71,155.400425
-9,73,155.497554
25,71,155.593473
35,71,155.691865
43,71,155.787742
-15,75,155.886193
9,71,155.982646
37,71,156.078574
17,71,156.175958
47,71,156.26933
-13,71,156.364707
-11,71,156.45911
18,144,156.655219
-22,108,156.797997
13,145,156.993608
-15,71,157.09333
-18,74,157.196062
-12,74,157.293648
-14,74,157.391934
24,72,157.487061
10,72,157.583056
36,72,157.67743
-19,71,157.771298
56,72,157.867183
-11,71,157.963563
27,71,158.060921
-18,74,158.157853
-13,71,158.255307
8,108,158.401958
9,71,158.49945
3,71,158.59113
-6,72,158.688287
-1,71,158.783353
44,72,158.880919
-3,71,158.977711
32,72,159.076474
51,71,159.174572
45,109,159.321254
-8,74,159.418319
4,144,159.612453
-10,108,159.756155
-15,73,159.858627
6,144,160.05762
27,71,160.148991
18,72,160.248897
-15,73,160.350791
-15,71,160.44317
-8,74,160.546581
47,71,160.644104
55,71,160.738242
35,71,160.836801
14,72,160.932956
33,71,161.031751
-19,71,161.127363
36,72,161.224503
-5,71,161.317024
51,71,161.414695
-8,74,161.51789
28,72,161.614948
40,72,161.710592
57,71,161.803703
-10,74,161.90835
-5,73,162.006928
-41,71,162.102029
9,109,162.251266
47,71,162.347397
-14,72,162.444502
-20,72,162.543682
31,71,162.638221
-16,74,162.734649
43,71,162.83408
-6,108,162.974678
-1,109,163.124424
17,109,163.271019
-13,71,163.370974
-1,71,163.46884
31,73,163.566362
-17,111,163.717669
2,72,163.814384
-11,71,163.911566
34,72,164.008642
1,71,164.101847
-5,71,164.198003
-3,71,164.295198
40,72,164.390476
49,71,164.485641
-7,71,164.57672
-14,74,164.67865
19,109,164.823734
-7,71,164.922632
-19,71,165.02203
-4,72,165.12149
-21,71,165.214352
32,72,165.312743
53,71,165.409691
-5,145,165.604273
14,108,165.753091
33,71,165.852074
-10,72,165.950277
-15,71,166.071162
-5,71,166.170372
4,108,166.317207
-5,73,166.414512
12,108,166.563195
8,74,166.663245
7,71,166.760135
-27,71,166.855157
43,71,166.95208
10,72,167.049468
17,109,167.214913
3,71,167.315924
5,71,167.410344
-29,71,167.509209
29,71,167.608479
38,108,167.752342
-10,72,167.847562
34,72,167.946256
3,71,168.042947
8,144,168.235948
-17,75,168.332587
47,71,168.429818
-41,71,168.527002
-47,73,168.6242
-4,72,168.721082
-7,71,168.819599
4,72,168.9155
33,71,169.009931
44,72,169.112901
49,71,169.207794
47,71,169.309245
39,71,169.405673
-17,71,169.509772
47,71,169.604349
44,72,169.71081
76,108,169.85827
43,71,169.956656
28,72,170.051364
-5,71,170.149524
-17,71,170.247267
-10,74,170.346452
12,74,170.448137
-7,71,170.542913
29,71,170.639552
-16,72,170.741467
-43,71,170.839864
-7,73,170.938821
0,72,171.036238
-39,73,171.134156
30,72,171.23163
0,146,171.429088
31,71,171.525044
47,71,171.619788
16,108,171.765472
32,72,171.862966
-15,71,171.964308
-2,110,172.117814
23,71,172.206354
-7,71,172.303495
-7,71,172.399104
-3,71,172.498393
-16,74,172.597411
10,108,172.745139
-14,74,172.849101
11,71,172.940986
48,108,173.086723
-15,71,173.182611
-13,71,173.277016
37,71,173.374467
24,72,173.470344
31,71,173.564324
-23,73,173.664476
-20,108,173.806711
-3,71,173.899808
-13,71,173.994479
48,72,174.094674
-8,72,174.192306
18,144,174.387624
46,72,174.481747
-5,71,174.578284
29,71,174.674724
-22,72,174.771696
40,108,174.91885
8,110,175.075032
-16,108,175.24495
39,71,175.359632
49,71,175.472834
-6,72,175.578956
-15,71,175.68327
44,72,175.793631
39,71,175.899734
44,72,176.013089
12,144,176.233953
18,108,176.405547
61,71,176.50925
-2,74,176.612517
57,71,176.714004
-37,71,176.815513
-5,73,176.919528
51,71,177.025009
-7,71,177.13095
-5,73,177.245099
33,71,177.355172
6,112,177.520502
-27,71,177.62581
47,71,177.736763
-9,71,177.848691
1,71,177.959592
6,108,178.116983
22,108,178.27077
35,71,178.36941
36,72,178.477694
27,73,178.593763
-1,71,178.699806
-7,71,178.811891
1,71,178.922496
44,72,179.028654
-9,71,179.128114
55,71,179.22402
13,75,179.335134
-19,71,179.432858
-7,71,179.5389
38,72,179.655286
49,73,179.768357
65,71,179.880663
-23,71,179.981159
-16,108,180.138397
-10,72,180.260441
45,71,180.364943
17,109,180.528317
-15,71,180.637046
-1,71,180.74563
35,71,180.851133
61,71,180.950595
-4,72,181.053528
-34,108,181.212471
-5,71,181.321096
-17,111,181.475503
51,71,181.572185
38,180,181.821222
7,145,182.018659
39,71,182.192107
33,71,182.285075
24,144,182.486695
20,112,182.644047
1,71,182.742309
65,71,182.841995
50,72,182.938768
6,72,183.042145
48,108,183.194068
-16,108,183.348756
-5,71,183.448007
-3,73,183.545651
41,71,183.645611
50,72,183.743068
52,72,183.84497
47,71,183.937854
39,71,184.037592
39,73,184.136044
54,72,184.237
43,71,184.338411
-12,72,184.436802
-1,71,184.536717
32,72,184.636254
-1,71,184.734505
-25,71,184.827701
8,144,185.030686
53,71,185.128982
39,71,185.228638
35,71,185.327866
-10,74,185.429144
39,71,185.529381
43,73,185.628618
60,72,185.73211
-12,110,185.886854
6,180,186.140433
20,146,186.341892
-12,108,186.490488
-5,71,186.590149
-14,74,186.692289
37,71,186.792542
58,72,186.89511
1,71,186.992263
35,71,187.089815
11,71,187.185557
45,73,187.286787
-4,110,187.437079
-38,74,187.543443
-10,110,187.693825
53,109,187.840432
39,71,187.938823
39,71,188.040728
1,109,188.18786
27,71,188.288821
60,72,188.388308
-16,144,188.585725
9,71,188.686554
-11,71,188.77725
-31,73,188.881517
40,72,188.978671
3,111,189.130815
-6,74,189.234522
41,71,189.333677
-5,71,189.429945
47,71,189.531197
55,71,189.631549
41,71,189.729009
-3,71,189.823483
47,71,189.923875
-25,71,190.02428
-5,73,190.124182
6,108,190.274804
-3,71,190.376214
-6,74,190.477622
55,71,190.579188
42,72,190.679911
-10,74,190.792903
-13,71,190.888057
-23,71,190.987704
34,72,191.085981
-9,71,191.186218
-19,71,191.286492
60,144,191.486419
-19,71,191.580977
41,73,191.685418
20,108,191.834121
-10,72,191.9336
50,74,192.037542
23,109,192.188683
-9,71,192.290091
64,72,192.394019
-3,71,192.494424
42,72,192.594128
45,71,192.693019
47,109,192.847993
7,71,192.951224
-12,72,193.050394
-9,71,193.146067
-11,71,193.248855
17,145,193.447725
12,112,193.60584
31,145,193.812169
60,72,193.911065
37,71,194.006442
33,111,194.164568
-1,71,194.276016
0,108,194.424202
4,108,194.575542
40,72,194.677321
55,71,194.779021
54,72,194.879262
38,72,194.977493
-13,71,195.08481
20,108,195.251427
-5,71,195.362478
-13,71,195.462216
47,71,195.56337
-11,71,195.659723
-5,75,195.766978
41,71,195.864069
42,180,196.120628
-5,71,196.225406
-8,108,196.374247
-6,74,196.473891
-7,71,196.574112
39,71,196.673787
18,144,196.869506
-8,72,196.967659
9,75,197.068338
0,72,197.185547
-3,71,197.311301
1,73,197.426811
44,144,197.628071
-1,71,197.727473
-7,73,197.826863
-18,72,197.924245
15,109,198.092909
-7,71,198.213208
-1,71,198.328871
43,71,198.429777
36,72,198.528169
-6,72,198.629766
1,75,198.73704
74,180,198.989091
-7,71,199.085429
1,71,199.185984
40,72,199.290696
-7,71,199.388875
55,181,199.643172
52,72,199.745586
-7,75,199.865724
5,73,199.979354
-9,71,200.087854
36,72,200.192372
-2,108,200.357217
30,180,200.625013
41,71,200.733543
43,71,200.837465
47,145,201.057039
-24,72,201.168153
-13,111,201.339507
-7,71,201.449035
3,71,201.553494
62,72,201.666019
55,71,201.7779
37,75,201.888094
-18,74,202.001644
38,108,202.160851
-5,75,202.275899
56,72,202.384888
42,72,202.49342
16,108,202.653884
60,108,202.809092
-9,71,202.911038
33,71,203.017087
10,112,203.181864
50,72,203.290404
34,72,203.393387
25,109,203.554655
45,73,203.666179
4,108,203.823425
42,72,203.930434
38,144,204.142323
3,71,204.236923
26,108,204.38764
-1,73,204.492427
75,111,204.649683
6,108,204.80178
18,108,204.955894
13,71,205.061917
-11,75,205.169928
51,71,205.271522
18,108,205.421616
-29,71,205.517081
-9,71,205.616992
9,109,205.77384
-8,74,205.882719
65,71,205.987512
39,145,206.191523
44,72,206.289196
0,110,206.437908
42,72,206.538122
-2,74,206.6451
-5,75,206.752149
-9,73,206.868245
20,108,207.018853
18,110,207.173039
-9,75,207.280004
-7,71,207.381469
33,183,207.641091
-4,72,207.742304
3,71,207.840469
38,72,207.942829
-9,71,208.04506
40,72,208.145777
52,72,208.268261
-1,145,208.649578
45,71,208.844626
49,71,209.018119
48,72,209.267481
-9,73,209.400846
44,72,209.543138
34,112,209.808366
-1,71,209.953118
44,72,210.10516
54,72,210.280422
2,72,210.453475
3,71,210.601181
88,182,210.971629
-5,73,211.168799
1,109,211.396402
-10,112,211.612646
-9,71,211.74716
-10,72,211.889402
68,108,212.126403
0,74,212.232677
40,72,212.341624
57,71,212.442859
42,72,212.546358
-9,71,212.64404
-9,71,212.745454
60,72,212.844341
-3,71,212.945748
27,145,213.155702
-11,71,213.260119
-19,73,213.366668
22,144,213.570679
38,72,213.670851
4,108,213.826768
54,72,213.931009
1,71,214.03592
-3,73,214.140926
36,108,214.294713
11,71,214.398132
-1,71,214.501448
-9,73,214.603434
34,72,214.705875
64,72,214.810918
7,109,214.963102
40,72,215.068619
4,110,215.229688
39,145,215.431598
-7,75,215.537604
44,72,215.637495
12,74,215.74036
-7,75,215.848168
3,147,216.061693
49,73,216.161352
-7,75,216.269132
44,184,216.531865
64,72,216.637986
19,145,216.840394
16,144,217.045205
15,71,217.148944
70,110,217.302068
22,144,217.508423
48,72,217.610278
-8,74,217.717536
-10,74,217.819395
-7,71,217.918978
44,72,218.01966
64,72,218.145037
-21,73,218.279583
60,72,218.381189
49,75,218.486934
72,144,218.69198
-9,71,218.793382
40,72,218.894783
-3,75,218.997324
36,220,219.30961
-10,110,219.470232
-7,75,219.574828
34,144,219.778461
11,109,219.931752
-5,71,220.031391
64,72,220.13796
0,144,220.342349
-6,74,220.445155
17,71,220.546226
16,146,220.750149
50,72,220.855083
51,71,220.957501
48,72,221.05941
42,180,221.31193
54,72,221.413339
-8,110,221.571556
20,216,221.873161
47,71,221.968727
39,73,222.07309
-24,72,222.176899
3,109,222.330555
54,148,222.541513
68,72,222.645251
0,108,222.797364
61,71,222.896761
-1,71,222.994642
57,71,223.096426
80,108,223.251623
-12,108,223.406371
49,109,223.558474
-10,74,223.663689
68,72,223.76093
10,108,223.915271
9,71,224.01508
1,73,224.119443
18,110,224.271728
29,109,224.424674
1,73,224.537977
6,74,224.640688
-15,75,224.74561
50,72,224.845983
62,74,224.951402
4,108,225.10306
42,72,225.204007
53,111,225.357283
3,71,225.458254
7,73,225.571911
55,71,225.672722
57,71,225.77337
8,148,225.981087
44,72,226.08078
-14,112,226.241844
-13,71,226.339938
51,71,226.437147
16,72,226.539397
20,182,226.793697
9,71,226.894601
-11,71,226.990479
5,71,227.091381
-1,71,227.189273
45,111,227.346478
58,74,227.448969
-6,146,227.653156
56,72,227.753852
-9,71,227.849448
12,72,227.950572
-10,148,228.156561
-3,111,228.31135
58,72,228.410988
43,73,228.510625
-10,72,228.612451
51,71,228.71134
57,71,228.81023
7,71,228.911637
45,75,229.013162
24,108,229.16193
1,71,229.264384
58,72,229.366445
9,71,229.466434
56,74,229.568467
66,72,229.672197
8,108,229.821892
42,72,229.922169
47,73,230.026481
-2,74,230.126176
-14,110,230.284015
37,71,230.377522
74,146,230.584528
-4,108,230.734626
5,71,230.836202
-8,148,231.043169
13,75,231.144127
-1,71,231.24258
76,108,231.392232
-2,108,231.543998
-4,72,231.642559
-5,75,231.745759
29,147,231.953697
45,181,232.204694
1,71,232.304304
-5,73,232.409648
-12,108,232.558832
78,108,232.70904
50,72,232.807009
34,144,233.009415
-1,73,233.109372
-3,71,233.210784
44,148,233.415748
110,72,233.517195
116,108,233.66665
7,75,233.770416
12,108,233.920679
72,72,234.020861
106,72,234.121041
8,108,234.275291
5,71,234.371491
-4,74,234.475717
4,110,234.625571
86,74,234.730535
84,108,234.879196
-14,112,235.036845
-4,108,235.184562
-16,108,235.333745
4,112,235.493526
124,180,235.741488
30,110,235.901445
12,108,236.053068
-1,71,236.149431
-8,74,236.261312
143,183,236.517018
87,73,236.623741
102,72,236.724907
-8,108,236.873985
17,145,237.078835
21,75,237.186586
-3,71,237.283259
7,71,237.384039
69,73,237.484717
24,180,237.73876
14,108,237.888859
5,71,237.990324
39,109,238.143836
2,72,238.246242
102,74,238.353166
-2,74,238.471186
-10,74,238.579759
-5,111,238.735924
41,147,238.940408
14,110,239.09587
8,144,239.300663
14,74,239.405376
-16,74,239.511619
145,111,239.682916
92,110,239.836586
-13,111,239.996769
107,71,240.09817
76,72,240.200077
59,73,240.299475
-6,74,240.402882
-7,71,240.506311
27,147,240.712838
0,72,240.811943
-1,71,240.915841
-9,71,241.014011
74,74,241.120708
-8,74,241.224117
105,71,241.324839
88,108,241.478782
-2,74,241.585963
89,71,241.683888
-4,74,241.79341
3,71,241.891804
142,252,242.254258
-14,74,242.358175
5,111,242.518468
101,73,242.621384
14,110,242.779159
2,146,242.986197
5,109,243.144464
22,108,243.299808
132,184,243.5671
-22,144,243.772084
33,147,243.98517
97,111,244.146813
-1,71,244.252062
1,75,244.35354
9,75,244.461607
28,144,244.669449
116,148,244.882545
61,71,244.985756
114,72,245.090595
100,108,245.244017
20,108,245.397749
6,74,245.500472
-16,72,245.604456
98,72,245.706449
60,110,245.870627
4,180,246.127205
32,144,246.339118
90,110,246.493224
0,74,246.604011
88,146,246.811379
64,112,246.973566
114,146,247.185215
69,219,247.503047
10,74,247.60794
92,180,247.86044
28,252,248.225038
18,108,248.37824
140,108,248.533863
120,72,248.639357
99,71,248.741561
36,108,248.893888
126,74,248.999138
90,144,249.208107
94,180,249.465039
71,181,249.725747
97,75,249.829931
86,108,249.983275
13,75,250.092614
4,72,250.196034
2,108,250.351344
87,147,250.567984
44,144,250.774854
-10,74,250.878772
3,73,250.986196
7,111,251.142321
20,182,251.402359
95,71,251.503764
10,146,251.709184
4,108,251.859966
102,112,252.019854
89,73,252.126237
69,253,252.49102
30,252,252.905351
71,217,253.239207
8,144,253.443254
14,144,253.671735
131,73,253.78659
140,328,254.311907
-2,74,254.436345
100,74,254.551857
123,71,254.662905
3,73,254.780556
112,72,254.899884
98,74,255.017449
62,144,255.234484
61,75,255.339719
125,73,255.449974
11,71,255.552941
67,147,255.807164
8,110,255.982979
19,111,256.143879
131,73,256.255239
30,146,256.462607
120,72,256.568929
-1,73,256.674008
24,148,256.883517
105,71,256.985446
3,73,257.087895
123,109,257.263751
-8,72,257.386935
117,73,257.778433
-7,75,257.908547
122,110,258.115353
-5,111,258.353437
96,252,258.741328
90,74,258.84874
102,72,259.007147
-9,73,259.146997
9,75,259.257262
-6,72,259.363306
139,71,259.465574
107,183,259.737541
-4,72,259.841557
32,108,260.014463
108,108,260.23709
89,71,260.369921
-7,109,260.545274
186,180,260.861691
1,75,261.012035
24,144,261.235352
-9,109,261.408143
11,75,261.537284
180,144,261.776111
-6,112,261.98392
86,72,262.098581
14,74,262.205192
10,108,262.364911
117,71,262.477433
61,147,262.731597
41,147,262.993657
237,291,263.439875
13,73,263.54991
58,108,263.713663
103,73,263.869962
0,108,264.033209
168,144,264.245094
36,148,264.495417
52,108,264.862347
7,71,265.035246
-7,71,265.14589
3,71,265.261062
62,110,265.416106
-36,72,265.519711
91,147,265.733106
-3,71,265.848282
93,75,265.957211
4,144,266.166843
15,71,266.268365
128,72,266.374836
156,216,266.686174
50,144,266.930456
5,109,267.100495
116,74,267.243343
32,146,267.484931
98,110,267.676039
110,74,267.806722
111,111,268.015275
127,71,268.154012
2,72,268.273205
1,75,268.387856
115,71,268.493809
3,147,268.705355
144,184,268.973409
10,108,269.131391
18,108,269.298706
15,71,269.457235
6,72,269.56979
144,112,269.791191
-9,75,269.925541
142,108,270.109997
-20,146,270.353865
18,110,270.544235
-1,73,270.653469
111,147,270.877014
-2,74,270.98816
3,147,271.20876
132,112,271.381519
74,216,271.701656
3,73,271.808445
17,71,271.916075
-5,73,272.059768
48,148,272.332433
7,111,272.515333
6,108,272.703875
34,148,272.969699
108,74,273.11307
146,108,273.304214
1,75,273.427116
113,73,273.580648
26,108,273.768723
125,71,273.891396
15,71,274.020727
108,324,274.763264
-9,145,275.01926
-4,74,275.148046
2,74,275.275264
2,74,275.401403
46,144,275.667682
-10,74,275.78998
91,73,275.901963
113,73,276.00716
-24,108,276.168846
158,112,276.346647
144,182,276.61506
5,71,276.720095
129,71,276.827492
149,71,276.93546
-3,73,277.041431
196,144,277.253828
18,144,277.469464
146,112,277.642116
148,108,277.800638
3,75,277.912357
14,146,278.12724
128,108,278.294689
-3,75,278.408191
25,73,278.512971
-32,74,278.62487
16,110,278.785564
148,108,278.945217
119,73,279.051656
39,75,279.163106
128,72,279.274092
115,73,279.380997
128,144,279.59518
7,111,279.763462
103,73,279.86777
112,108,280.024094
16,108,280.185292
132,108,280.349122
7,75,280.4599
-3,75,280.571115
124,110,280.73786
119,73,280.852367
11,73,280.959311
72,110,281.121536
29,111,281.283204
18,74,281.400762
74,108,281.560469
36,216,281.882005
40,148,282.102775
3,75,282.211542
-5,73,282.322515
143,71,282.430035
16,72,282.537822
-24,112,282.705263
144,180,282.973406
92,110,283.138676
-10,74,283.244623
